,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Eif3d,255067.94764856048,16.29252746422369,98.8459961693693,5.007220841483536,169.85983960244843,58.84325410371676,12.101237176271194,35.45125140327642,78.7454405685202,0.0032096057102142684,0.007712573211006153,0.0020835287114633737,0.01241183813183499,0.006373880536486171,0.0032615601046595785,0.005088726087965958,0.00786125209593426,234134.6207572459,242604.0336710604,234400.63502313837,222917.25041208247,206768.4532981309,191810.27702433593,280404.0678562993,274348.0328557645,257991.30542014452,242263.05410133264,226337.3588644841,216294.72580703645,211810.8692496563,226928.20677231558,224759.7042622449,214147.27064758292,197717.65935538852,177168.18807636833,305227.19964799803,291003.0077440261,273749.0013522654,251969.18242080012,235308.67741107952,224336.37626723343,0.7835,1.077229762617695,1.1032518166469376,1.0579375995507732,0.9961780788024287,0.9197201351613498,0.8456826072208148,255067.94764856048,261229.48546080015,250499.92269237715,235876.4182630537,217772.60100630706,200241.89311454294
Eif3e,269568.4588000809,9.301275893704533,35.874157093022205,3.14940802191986,52.83033546591504,21.886362541662635,7.025132196112454,16.221899214878565,29.62204642158877,0.0016380318250015754,0.0041677259786185444,0.0008504879826503889,0.005639665614993403,0.0029978511538686437,0.0014941252722000553,0.0025301976655171844,0.0038656142398511757,251143.9156541796,272481.7398764434,270619.4263737159,263943.590230248,252239.62928811906,238302.18378076245,296055.9873067909,302730.4060900428,299224.74197086337,293933.2489583095,284621.225035953,274590.547226322,225893.38259267327,261615.80580103624,256770.87020947572,249967.77634563445,234340.6107408369,215548.6143260168,317783.9434304493,320298.8252998017,313504.1363174737,309528.506397392,299485.5831042697,289404.917087149,0.35700000000000004,0.98304204297683,1.0584935913264495,1.0475783406555956,1.0178691292684263,0.9718216273398628,0.9211952684328361,269568.4588000809,290258.6802895865,287265.5150208372,279118.69527592236,266491.61160726467,252608.91997395412
Eif3f,151146.4818949625,4.2898686053350845,16.86665866163511,1.7746043881877176,27.556204757610807,10.192250491100513,3.661931661251876,7.952952648716163,14.939624292621804,0.007820518092145094,0.016421330760551762,0.004617247246605301,0.022009824225987115,0.012156658053449204,0.0073304600286938195,0.010976109177860092,0.015558635338319336,116983.32786282842,142326.23838038067,134068.89289025235,117801.84979451307,98672.78920273934,76866.44339704928,190380.75337162585,185094.8617197425,156384.9225929305,129977.97999794026,114164.10647002351,98795.75252951802,75357.25643639466,127243.81639146086,122598.091603545,112443.27411987456,90829.23605985344,66526.14824381372,221714.84412043449,210516.7010953636,166714.54130050418,136326.44728739525,120611.93066691072,109166.79224712307,0.379,1.1558016307765195,1.2991283328650367,1.1278341005149264,0.9560139696788791,0.8014416417992986,0.65978032436534,151146.4818949625,169889.6002687723,147489.1122445228,125019.85142754951,104806.12016501714,86280.78746033575
Eif3g,501857.2934177979,33.13817286868869,196.05526998428041,7.972139325467447,297.3544263749459,119.45648175122187,22.254960698930258,70.93518343017496,151.75949731538861,0.003571088921680362,0.00784980117290128,0.0024034314517645075,0.011092250864710055,0.006748611757155268,0.0035641027212624386,0.005287359198157815,0.007840121045585189,477862.7655894013,494494.06863576156,472286.4030858915,448680.97889983776,415172.9488657174,373426.90614724037,563435.732412981,546071.8746091202,514836.36769324134,488329.09246246977,453743.139565891,418923.92251986405,426498.2216680582,470911.4627854705,456930.61996260146,432883.4679748504,400222.47300421307,353988.57606690546,586480.1526923568,573193.1275768904,540620.6597387384,508925.37597640406,474625.9381690913,442359.3391408528,0.6465,1.062304260555121,1.109251291883442,1.0640997915028962,1.0039401938488717,0.926739818191013,0.8336646440186557,501857.2934177979,524036.1652827379,502705.54408868146,474284.7479262191,437813.49103956757,393842.6093167359
Eif3h,283458.10754864354,30.393350273048338,93.36000777668679,11.488841815727515,127.61148990312776,65.53532972095397,24.116054032007867,48.21407819849694,79.43283817512179,0.0046597412182554435,0.012492258105112206,0.0022440806190932917,0.01669971685593374,0.009120766397409124,0.003951527645910767,0.007173473622371086,0.01112543755871821,244494.0704853844,379182.39241783257,388395.3491012264,370026.073983448,341025.49771955033,298351.69037003245,395009.5932246491,486994.51473740814,480111.02130066993,445893.73457423615,410038.54146461724,372324.3111850461,166986.92669786676,346150.9995510117,355387.04169568815,339905.7510526639,315078.23342802323,269470.6895666878,464466.69126612064,551669.7189600951,528777.7359736367,484621.05402771453,447461.58413197706,419399.47829946526,0.838,0.7233590455533796,1.174198713833435,1.1634950789890433,1.0893988455869592,0.9818487626663627,0.8676995533708193,283458.10754864354,460125.7803511015,455931.41505556286,426895.7954338167,384750.82861716504,340019.90412815753
Eif3i,347148.7844404652,35.179940823244095,149.38457791377533,8.953650492825112,210.12044804426412,96.06092032687175,23.32437338944147,64.84348072202354,118.96971876200254,0.004275308428996206,0.008136136948113874,0.0028218644392401975,0.010255321463291906,0.0065444124207842585,0.004000737404146069,0.005684942329564551,0.007724922095376511,329584.40682074416,447387.3707299062,421086.0237503303,388267.88943636854,345750.34300352103,306471.6752529606,487441.7689261053,496735.19691595295,462787.83589835046,430249.51743951294,394879.06177892,365188.38145617826,214588.06565769226,418449.65850246674,401622.13811641635,367439.2240771353,326923.8889887093,278256.4407267683,530546.4805034875,516788.1749261593,482729.0965481785,449848.8540973939,421767.7914998669,390937.96614643227,0.8009999999999999,0.869759230765734,1.1940934827744043,1.126280552141118,1.0318259015876772,0.9381201154913469,0.8399207172397202,347148.7844404652,476600.9792025621,449534.66520901554,411834.78693867184,374433.8044739729,335239.2773795898
Eif3j1,219394.52458196573,23.26045486112332,308.29144780955306,6.41564851855641,1032.5501444917393,81.56804382716577,22.139802508113387,84.39925820800401,296.49612186148227,0.010563994014103155,0.04672638958213653,0.004280643980983636,0.11070188616156255,0.018570340369539157,0.009967316735379388,0.021184606333203727,0.044736207271420365,84684.80876012787,131458.57623847926,128019.8290443319,106810.61950558538,75921.96906635122,56577.505564835614,374456.4871894686,270158.63543033355,184438.4436489878,140365.93120460046,112623.26592378301,98170.67465446675,785.5003238686478,81345.75930716464,96892.9038221409,90267.73223865581,60785.64472555799,44578.61004300434,585359.251816161,340701.07496557425,209297.5445464913,155291.70006226472,130656.16015953195,127677.61806035905,0.272,1.5029992511878607,1.3235352596124874,1.0562954581688253,0.8591844601755155,0.6920681162708902,0.565917454584421,219394.52458196573,193197.95989296603,154188.65956179582,125416.14110548838,101021.97670929543,82607.61993265059
Eif3k,134835.69964308594,12.679500002307734,26.04061852749893,8.022488140687106,34.89965260013912,20.403076900686077,11.926796589297398,17.5277639991693,24.64880771057933,0.0027291002395895846,0.008104338337584354,0.0013317587333276384,0.012316686439124971,0.005620420527688287,0.002400775403924166,0.004521398949300241,0.007402860787601967,119353.85457460607,178029.74589454586,187544.2204065225,187000.52279694594,174982.5239326745,163564.31985793205,154036.27619681132,208407.06103049265,216763.79541391906,214470.2810412898,205295.80284409475,199345.75991662388,105750.28513629537,166305.28493748384,175597.8886811157,171903.53048676302,162319.82329342194,141320.42996537234,175137.62934794818,228282.74283914184,234535.71663272503,228010.94166782429,222265.98622323008,213527.6904098756,0.237,0.7287198270899063,1.0707398422201657,1.1133629945966086,1.0894673818377028,1.0345090527716256,0.9632009014839906,134835.69964308594,198119.97752007266,206006.57859503213,201585.15139493239,191416.16123525446,178221.94843673668
Eif3l,276598.36746295955,16.66150256270994,74.18822839309023,5.184847358502385,111.64558549125921,46.403715331240775,12.48000141651126,31.066008659145282,60.293496868536174,0.0025538017565165426,0.005759520141390433,0.0015213570781426287,0.00820601096010704,0.004514484617091392,0.0023703565276080056,0.0037160058792964604,0.005439628782751545,260454.00327999602,280277.2011203883,270726.2170894361,257818.3338413146,240861.90793043788,223829.11139460423,301539.7336681652,303454.8711739367,289284.9726388381,276049.4460832312,263211.23705664923,253025.2815538351,238433.7267407468,269387.44422233803,263477.82523271465,250695.6728141464,231970.8586500313,210792.0953533084,320994.9584554573,313936.2774051232,299282.8605634115,286388.5692834571,276672.52004774014,266928.5557675311,0.134,1.0312171984688632,1.0956745298611523,1.056548090399201,0.9998979546407801,0.9403654903171333,0.8762967363128711,276598.36746295955,293887.44357669976,283392.7492524751,268197.7592051797,252229.65620280837,235044.80630961686
Eif3m,14239.574010887207,19.308030107935362,61.308192153590724,8.51330830880105,103.09407759074205,42.31906177291794,16.829180519087128,32.49813433499706,55.32988368150571,0.010344895528711977,0.037318444574620614,0.004249416189729268,0.059854824232329,0.022283637495532495,0.00872201305982215,0.018186979500640185,0.03251483835351369,8683.681541082633,30300.702658164682,29509.676644109422,22756.855681680263,17466.42550095329,9891.43134393295,28966.03684607463,44790.38731661916,39482.82385700457,33891.663603079265,30754.39677939297,24346.822679469467,70.5491338557913,24963.960442187275,24754.66765045252,18581.58394159498,12368.326149259661,6751.759546005339,35311.147471202356,55702.741827109356,44710.471326541134,40199.54127073532,37081.246027785215,33375.6809441921,0.8145,0.518228134001757,1.5097864430437733,1.338432701842563,1.096567639167376,0.8734887868382772,0.6634962951062532,14239.574010887207,41485.04179104074,36776.68244158718,30130.85363639244,24001.22149258218,18231.168823580156
Eif4a1,963592.1298317213,294.1135248515493,551.1335048846643,195.10801705963712,754.5298859283325,438.2295196070333,283.41118815912296,402.0794415995101,538.581856184135,0.02261597949540854,0.04003201035786934,0.015241273635792372,0.0514818014948858,0.03222418870115961,0.021729957386525584,0.02971595433731407,0.03896082422715721,880335.3074999681,1346068.6541347338,1237171.3510893965,1060966.5071105994,917801.5693999713,767662.4212897427,1078607.546605763,1551882.560094363,1348198.276134675,1157441.6702934369,1022647.7464697644,880223.9881121413,770940.5794222414,1264846.540992882,1186050.390164115,1014708.6566079741,859392.4847870092,721378.3246030675,1181405.056413503,1669137.8807238825,1407537.140930799,1203602.2277236509,1072727.9452340943,948638.196003333,0.0235,0.8714364452383543,1.3410363644209116,1.1821885941319201,1.0055560144111715,0.8647613610610968,0.7350212207365442,963592.1298317213,1482852.9305091093,1307206.7750973704,1111895.0405230445,956211.1456941916,812750.7948870738
Eif4a2,17337.074516654655,13.762402914014013,22.11701471254377,11.159421322225924,27.552759642404553,19.33202676286182,13.777429190172912,17.433811804171224,22.149943169853163,0.00614732515695306,0.018558809058815722,0.002791388982121542,0.027797950129630603,0.01271820431857425,0.005252333450099294,0.010256725455554167,0.016775888781458588,11213.837596415477,53155.70601575378,81669.71663882218,99628.90296850073,104247.13753180687,96004.99526647934,27091.81740193816,65726.61725903228,96656.22212667184,115807.48344623345,123616.3077265373,123396.82395075662,3968.3231122787347,48314.90934671793,75012.3574340999,93646.82031135744,93678.08519398796,83763.54584745884,33682.59485906413,72767.36070898635,104461.8265127103,126082.67940640212,133567.2253553915,137669.6601738748,0.3295,0.20650574825884546,0.7267684210502495,1.1000818380098858,1.3187970595568372,1.3571944162608462,1.2906525168633354,17337.074516654655,61015.43602702068,92356.75500950064,110718.8690225846,113942.49761419915,108356.00969286368
Eif4b,346614.4122030009,37.233862837665804,134.3173606848725,12.231643817140819,188.45991515051534,90.35053939196311,29.144807892346673,63.589256764171964,112.82851554997545,0.0039022482713859416,0.012488190208587102,0.0018316398924554066,0.017750583039846436,0.009114875430387066,0.0033717525095751755,0.00658125671064834,0.01128358375569987,299725.1357907052,388555.66867226776,402755.21036344493,403330.30304981896,391473.79805765883,353174.4210776563,431076.7948908201,473173.1836475269,473071.82215037354,463443.2927796829,444313.0506963743,409780.09484171093,237081.47398435452,345764.10462212627,374207.80203610787,379670.0904969159,361661.52499476325,329061.072488814,493932.0923104178,513603.38201945345,512096.2948789282,500445.08805789065,464410.5161703336,439051.8733443083,0.8205,0.8376915368937851,1.0500673144751815,1.0925204727504658,1.0813053512017778,1.0181986928285898,0.9202166318502008,346614.4122030009,434489.8437556354,452055.82819462393,447415.3100657216,421303.4582267653,380761.09510537545
Eif4e,138167.56981377894,8.160033086752625,57.451192420734266,2.547107660102244,147.89054328608344,29.45668340850478,7.758052897314703,20.921210986862604,55.000382980043334,0.006892400601545012,0.023544579820367558,0.003303398496075828,0.05245326478366098,0.014530927850869818,0.007237939716523866,0.012930256868048162,0.025088398063261654,134245.2737876178,116064.69598380127,96272.67125773989,80005.10437461268,62099.54922879889,47396.03867539026,142114.53660648846,137135.611763685,128917.74613579508,120087.87292207939,107251.26575269595,94221.38102835401,130653.13302206516,101784.89716290137,66662.74852423316,51127.90747491006,39110.222626104216,29717.229618160567,146195.82493489483,149782.62886448787,137835.59695242628,131973.98781665287,124811.98513539875,115469.2273322174,0.1315,1.3120272950268757,1.2204482467285902,1.060065217614154,0.9254592078844147,0.7991048301048013,0.6828952026411643,138167.56981377894,128523.52155564145,111633.83225107535,97458.68108068222,84152.496537636,71914.6399957213
Eif4g1,183871.75881933203,9.81590353441461,27.402809880515893,4.52916061839797,41.28179437561627,20.451671932714248,8.681675485351642,15.649176578965834,25.11936076228587,0.0022787836125416,0.006826806843366778,0.001079495677595152,0.00944153380812111,0.00507498601373842,0.002076604827754342,0.0037774491971079554,0.006350629681373119,174097.09008853964,195436.2800648574,199801.15025687864,198238.3875260628,190129.38868106864,179379.2935241573,202781.59573957697,212577.54054757566,214756.7078768378,213784.00866351518,208519.4084457276,203332.9782751501,156047.55481658358,188325.04239786285,193905.93572926038,192166.01779253726,180184.93778092496,167188.31894692392,213451.72734223364,222845.3528150404,222938.99295064164,221682.35042983262,216896.0652886371,216057.97616488603,0.2515,0.9218056087530393,1.0308835205468598,1.0520802660948858,1.0407032783365835,1.0037858179447343,0.950741508323898,183871.75881933203,205629.43451518804,209857.53081678643,207588.17301583436,200224.27946936875,189643.57740732108
Eif4g2,40274.943439177056,3.3827369399372715,7.241649500360901,2.3973493425085057,10.547912807724598,5.723503763662483,3.4011768299248826,4.949668084577142,7.285188189465731,0.004587205450831871,0.016779235058930784,0.0020048103565261936,0.02568353826797975,0.010335162528929012,0.003947955474663589,0.008198767209558118,0.01491959793081265,34957.67647370547,53572.82107131396,61669.69116569133,65811.6142413232,65876.77229535244,62945.16415810201,44929.72253659048,64420.22413507865,73652.84337464481,77993.37128521274,79433.29514584312,79386.60056080918,31232.864108894428,49515.362951665156,56733.611978466906,59701.82710152005,58687.461018192625,54344.89582085781,51200.593506804085,72054.16732659492,80056.55433316645,83953.69485758197,84933.75261705513,86810.39827408563,0.5045,0.6295334881059464,0.9377066815939815,1.0772283725709666,1.133284297288892,1.1231990038125232,1.0990481566276895,40274.943439177056,59990.58712088756,68916.60665567478,72502.83239282772,71857.61711516183,70312.54600654801
