,protein V1,protein V2,protein V3,protein V4,protein V5,protein V6
Aimp1,388536.14692297834,420101.051957443,300906.72727475833,410553.304562758,400215.1380743876,402196.8885026014
Aimp2,209036.7786121363,345087.7214468885,304002.3511897622,1251585.527428924,1071493.431269426,352910.4312753837
Ak2,2436194.333597183,3815083.10258144,3879863.2677572025,4284286.987535074,4300312.831550258,4096259.1752066836
Ak3,1817488.054391149,3538664.2590939263,3683608.156706299,4190312.9442057465,4512901.828658455,4306635.519447535
Akap1,23723.589365905274,32016.023049435596,77383.13638217603,43341.39891180288,71340.00586250548,37733.07523954008
Akap13,1682.6729306414209,1387.5057011117995,2455.5009769167505,4741.9443195222975,4897.806235102615,4726.670978631124
Akap7,0.0,0.0,23257.428347104407,48837.96197190404,43493.02933607506,30994.085793979284
Akap8,29271.21716473627,21119.46020612133,28743.02971540294,46904.286692976515,31766.882847768447,35523.33021885932
Akap9,383.82786911718233,5938.322245503497,195.6825266029671,277.9895873594642,8087.537470056542,0.0
Akr1a1,1532510.9447658125,2214471.144164529,2161293.615708205,2801656.9231647854,3140207.2359008286,3745767.7482841117
Akr1b7,375508.76083797606,605002.4604749483,735389.876830657,944352.7282009223,819562.7391073452,942825.658881434
Akr1c13,294701.8931606619,320059.94060347654,428225.4227193986,633255.4119501769,432732.3389294575,547271.646406988
Alad,458002.64577307925,524611.2624920409,491382.3280220615,674182.6503905634,643348.8416543457,615309.5097934419
Alb,1425463.0613109942,2597618.4496957515,2641632.1359601812,3070833.1848671366,2760190.3938437267,4050353.64096469
Alcam,40786.54812625882,46820.96013862816,73612.18115706822,82251.53992400816,94469.65459997529,68206.46434560927
Aldh16a1,338639.69083616766,745630.5691943506,779465.3396000107,976062.3300246545,791603.3061626534,951633.4465852819
Aldh18a1,1124069.3732692506,2269013.671855123,2341201.6453548428,2313965.5401996225,2268987.0462012715,1843755.0259919537
Aldh1a1,47388.856158192204,147558.89628202398,254028.69258111113,440363.72770873393,371388.4498669734,491741.8359971013
Aldh1a7,0.0,0.0,14859.896307999696,13192.43888793952,18115.955283210715,25030.71060803255
Aldh1b1,5631645.879563113,10103227.381041473,10054579.209251618,9703074.389046235,8874025.118018523,8744564.887393918
Aldh1l1,358478.18321761815,622589.2743311042,807020.484918123,1083882.626325865,992077.6458278317,1183782.885986941
Aldh3a2,474628.61397542903,1065463.7559022414,1292026.1831409633,1468834.993031001,1377702.2054672658,1489340.4290843362
Aldh3b1,0.0,993.3258760361501,2838.0921755075524,11811.53925108069,2400.3243373679934,12187.809154686509
Aldh5a1,212791.21435263357,382491.04821583396,412360.72818249615,423009.03846379684,375642.8890497968,299890.02284573886
Aldh6a1,178509.73781282167,266270.4990497482,243680.88580173178,226571.81432899347,240005.8391437035,226633.13140177063
Aldh9a1,1729516.1383213443,3385824.3258089004,4164009.8372872313,4553215.913814325,4157472.9240017366,5155508.887561537
Aldoa,3864311.646263886,3839044.626940823,3398440.672285535,3683191.8467100756,3665510.7700902955,3579491.554378566
Aldob,13491967.9857229,27279492.115324527,38894549.778891385,38105268.02515477,38955699.97308932,42711555.492322415
Alg2,13067.030421836094,19745.933937419995,7992.473840239915,9795.980060500258,15535.529161001596,9295.71564396047
Alyref,529606.4048695755,803159.6846768857,592488.7980064313,598793.5031741384,559201.065204924,530026.0902125682
Amacr,26008.118707591482,122570.00689723076,142950.84686431772,154630.35013398697,139330.69830771827,148551.07944128267
Amdhd2,31912.813187213695,67583.11883829904,90016.52438864704,117961.25929068406,123587.03167390043,139890.4897262641
Amfr,7085.3245887215535,13285.959637921927,8547.137988715262,11435.307356077827,7757.121964182707,6629.748836543928
Amot,4399.422926919227,9683.483377892522,14000.875744730229,4457.001517138296,3541.8389701207843,4942.222186198127
Angel2,0.0,927.3318062084402,0.0,0.0,3809.965708382552,4254.72931092938
Ank3,6018.241659379296,6821.193321888659,10953.630006245769,17201.207240687516,18776.9616179582,27925.58904455552
Ankfy1,28702.660430311207,14132.010518648363,25343.91802609129,27167.491104810797,23661.955283885083,33388.54026264112
Ankrd17,1559.1024113474937,1269.5879141434548,2157.891433510217,2634.07553909353,927.8049033120659,1598.315717700455
Anks4b,185022.41604341072,664443.6103360077,823597.3811933191,1244642.2525780606,1279654.9470444496,1253393.5311942678
Ano10,5159.8576216023275,3216.0832615881527,5358.068283161237,13708.783961448496,13323.397336577873,15531.208068498345
Ano6,14608.507140876976,107134.05967919649,184963.13206548194,288673.4292139411,270292.3408868901,276986.1254049628
Anp32a,939720.7473104597,905918.4565012186,587431.6654607567,659126.3920510468,591382.1838466001,509714.552632489
Anp32b,168029.80477730272,197510.31151965004,103210.4909103449,260420.84425543787,132057.3343169482,225776.7704334924
Anp32e,76043.52986914507,93417.51143106147,87974.81700568525,75767.71717549137,72018.64785959119,71073.48207984195
Anpep,1176957.365626532,8845034.660872608,14513627.778273202,17178952.600477375,17341088.271621443,17017083.325712
Anxa11,522974.3754428278,564284.0097497513,549777.2283717849,587134.8421770226,474245.61525179923,665789.7206357482
Anxa13,1776909.4107876436,2502986.030845346,2902388.58191181,3760426.362769654,3786292.283738646,3668253.128759853
Anxa2,5760149.9072743645,8013968.680525009,10955311.727044962,14537340.560999243,13522333.14658375,17334471.95872766
Anxa4,5261370.742275166,5846821.73396374,6054508.575940641,8276481.379313677,7110284.001984682,9504249.113908939
Anxa7,209716.8653933762,254236.48699437166,243250.2811934189,280368.52080513065,268528.623081675,370216.2804356326
Aoc1,125290.61498567024,314328.37578676146,412251.36162684415,376708.1353561422,328070.8008028397,325245.67343257286
Ap1b1,168492.7339273675,275044.3374742949,328183.5723993245,356185.2087655436,360765.73687637364,418145.4182136137
Ap1g1,45998.86227540226,98110.04156843822,49852.72569839056,119966.40290807716,80443.2029426485,103865.9305370636
Ap1g2,37998.003237985715,54121.187762680325,110129.64160217652,119831.0396810834,104180.21079907073,123341.10297158372
Ap1m2,62313.84421834588,126991.42924164943,126853.30846458022,118172.81575349224,93705.20207751462,105408.40438901931
Ap1s1,318009.0433632145,793514.2643254219,697571.4906251107,636176.1533555774,712885.246197567,680116.9522454798
Ap2a1,25862.16257716983,44809.04875983959,51661.96653916855,50317.74679389132,63598.48049439101,81019.36837111584
Ap2a2,73627.3493843312,247190.80454065773,374551.5144654945,451026.96978338447,452244.9296783474,458239.77390659414
Ap2b1,113008.86663231149,324137.556047224,386295.73631167435,385733.7277919272,361711.4012255999,426979.40565934987
Ap2m1,146277.09307019584,366617.21845095337,417862.73768128845,541549.3140062205,499884.81706870603,483107.4914807147
Ap2s1,0.0,18249.85779343353,17407.512934670387,40584.7506698738,27482.091103600058,25435.198513846517
Ap3b1,54985.81289050103,75006.1983068238,76583.76788228961,79521.6546460855,76680.76830732745,88305.04638214748
Ap3d1,10075.763272953594,5395.755281430324,20006.392471815307,14432.471181252693,24366.728215318177,32497.079527881033
Ap3m1,6044.973271268167,1538.3338988414462,0.0,3454.913081691314,1995.5364750720978,9669.44078536185
Ap3s1,122480.81101538481,80307.87915211328,86071.37782069913,92678.30528274416,96555.9121473368,102435.37356284198
Apaf1,17164.789579003405,22452.917168905253,45819.72533477837,43430.93490850272,50779.451405997344,47445.64728902863
Apeh,206550.46782431574,341650.04138894577,314823.11983810016,458248.08070353785,389936.6365092998,492240.9875370701
Apex1,113606.95045143002,144839.25805854166,89300.01690667811,116533.32904998769,103165.26345214447,136961.42656241584
Api5,226160.28908386934,256927.25936465335,177003.19745151023,178532.73086302244,181175.8238340694,185349.8122230884
Apmap,158203.10085146423,306106.0233675857,303835.93367622327,281015.9720381737,302295.8298598277,231588.12558463978
Apoa1,870965.8045513853,2559477.442069241,3577753.7555832625,3429734.3662484908,4451484.355248277,3542901.145796015
Apoa1bp,50111.22262543534,57850.403169071484,0.0,11921.669373888164,7472.711907975884,6416.350714610664
Apoa4,1067482.7146807683,4117074.5223169033,5241953.195412616,7974067.303155528,8815686.546784606,9616021.56388211
Apob,58139.67717710537,233437.86158625636,340055.25225279556,387950.4126392153,362527.4381269207,392036.00028280553
Apoc3,29142.148552769697,46761.11862399171,63594.77618057661,74071.03957286371,121345.81225662616,161549.90263169384
Apoe,371882.92715342797,135185.0876836333,62825.08659140421,29460.44421316227,63410.45679988109,56338.31190273668
Apoo,416301.96681283833,1007239.205133682,1056788.7437883117,1073455.0032451395,972014.7548873967,802788.3998375703
Apool,684045.878675545,864081.9070529653,1419517.0157395385,1038472.5309221378,1115121.177344576,1076432.3702927409
App,32311.086959780427,28860.920343019876,31897.429883938214,24157.05268863379,31874.449598973988,27783.852322015584
Aprt,188678.1829049826,280513.0734445383,599380.8189050896,656079.1605197296,582173.8068749262,439424.89582397655
Aqp1,50821.3504029439,230611.70997833242,332742.12601304706,778339.9874518682,726124.5093763346,729726.1972278331
Aqr,2905.064784358885,2699.569756731347,5042.593824096117,6463.6621625355665,5135.7892828588665,5497.06212769838
Araf,12408.37868158771,26737.194097249412,33514.99068077803,39676.50265066578,32131.553961786783,38462.183896517105
Arcn1,725322.8172370357,614722.986834059,628726.4633352847,859126.5346658211,807739.1947684811,848834.8800270772
Arf1,1948204.115123007,1574444.6138376293,1786751.271209672,2462097.108370281,2700629.9019344244,2454801.0196419815
Arf4,3917800.9063304183,3510954.5273116934,4065439.244262998,3707344.361869015,3889717.8731981204,3879948.1297663767
Arf5,1564856.9341847408,1355205.7357525341,1661543.873534626,2012506.4523990408,1790089.6704075744,2266316.2484451295
Arf6,29187.364140442638,205611.83950178334,172542.64707782576,298207.84834477963,170998.49976924667,289826.3490300614
Arfgap1,16044.792684922797,25937.75774673142,31065.31196438611,43854.25224092927,29660.982897276244,42295.99151283675
Arfgap2,28665.341863264006,21404.123672738933,26118.347958865896,25717.915921039817,47363.07540623116,51651.14733309662
Arfgap3,251335.78812257445,272428.12162845023,208454.88800033872,309347.15259715973,306075.08599292487,324589.6843184264
Arfgef1,3354.7687728713954,1727.114129652583,2166.022143054144,4134.934321980605,2559.024445143555,5223.183631317815
Arfip2,36460.40942673715,0.0,6914.682532255437,0.0,6122.234550511241,5630.280814955083
Arg2,1612142.4215638512,4701064.104096871,6250940.068445549,6403664.499214316,5520599.117388985,5359181.942153806
Arglu1,195925.8482927787,214214.50270846282,112604.73390100073,91919.03936974802,118501.18806671411,98576.9785285877
Arhgap1,502131.65378449403,533474.4518831712,411346.5202543126,376411.9700820804,410804.71892995643,545658.7765480935
Arhgap17,17962.889408741008,44475.64842001187,46373.04012400139,54232.91260729053,48715.678006829185,71448.94428845856
Arhgap18,4393.944529252422,10757.124462275664,11062.369269194322,40255.37955740001,38699.00793688744,34993.9903537239
Arhgap26,0.0,0.0,0.0,3092.5791700410978,1835.6835405476834,2146.270019144851
Arhgdia,5060871.338653997,7226413.902544467,6693531.10069421,8649723.211849837,8047523.2384126,10659322.33700124
Arhgef16,167804.32209559422,174080.3255916969,233688.27901146945,222063.57688179676,261892.3148813308,291432.8902880497
Arhgef5,0.0,4271.107314691347,5602.300461829605,1710.182130185248,3886.332373684004,5741.611431277965
Arhgef7,3334.1101927649497,2361.8751122145422,0.0,1493.761226453118,4515.418408898803,4356.896065437733
Arid1a,2895.6375170843485,1982.7811679168938,0.0,1878.9505622034228,1989.9697721681994,1039.5973616220424
Arih1,3638.4904957818817,4222.712210465157,0.0,6043.297934689912,6466.207049580099,9955.942512805465
Arl1,137716.80033006275,226197.33327208395,172349.70434812235,147556.23159475683,161211.89482868105,200279.59426714867
Arl2,0.0,20432.22560397949,29422.778395203975,38625.10147207011,37155.640318915655,40925.788814698455
Arl6ip1,30452.064199065382,60868.49975245006,41325.351120529,32359.350729865742,12461.593892144223,125407.99822851698
Arl6ip5,81436.79693210506,9457.984835236166,38881.635369327094,78177.36279980239,131235.95771784586,131460.3046167968
Arl8b,55932.00826590496,309064.4398834595,315346.1109511869,264165.76595077146,335202.1930579232,326663.48664036224
Armc1,32204.811664555484,79709.59630714415,83778.5065195398,84782.70023198456,100597.43361804215,63296.698328588354
Armc10,33578.16443983604,36818.22300509583,89187.73217197822,108346.5837752237,68282.22907114649,63505.04438471964
Arpc1b,1056704.6728092046,1645644.618153413,1650027.0503113973,1836593.7959125584,1778806.8598023131,1973391.9162826962
Arpc2,812991.9491049559,1101736.845881554,1066081.6877689485,1241799.2126072978,1346577.78472895,1356615.2012778472
Arpc3,425341.58576719655,895045.7335660331,703205.6141147151,1085963.9189275373,1015071.8536992806,971342.5135682068
Arpc4,1453588.014934651,2165793.033123067,2090893.8059056697,2412739.827225126,2192449.9551652703,2187102.5418068715
Arpc5,926807.1605124372,1305098.7098637528,1489707.9276655558,1574415.0740693184,1671770.2672785993,1990177.1200362807
Arpin,287013.203633189,215176.36346317056,221170.11077244108,259213.20513733345,258834.70021028325,221288.90841701627
Arrb1,82708.85335039726,131293.15553875736,108816.66240462582,159406.7118929272,190073.58730653813,226993.47160700386
As3mt,209709.48252164395,317379.123668578,319981.51698600425,354263.03900119115,348346.471150632,391775.51166434964
Asah2,42760.746668217405,588982.6294567554,764772.3667437584,1372454.4209688513,1175414.0998688468,1246876.2620547418
Asap2,1333.5812286574862,3003.994360010808,5123.949780779959,8103.402171452899,8174.453716068623,6899.713752118243
Ascc2,10137.573166091996,0.0,1163.2335163405182,11495.432481215037,5205.518911475074,8518.609968903645
Ascl3,0.0,430994.9029744515,0.0,0.0,410190.0246485997,351989.4630794825
Asl,31514.434747069874,45117.43918085724,32012.802433242752,46235.81675346814,55059.28412764139,75240.7777743344
Asna1,170095.1366955451,419878.41968925117,232604.08218151156,251242.26919482456,258417.66148996487,438906.47987738135
Aspa,5523.18809377124,29144.2591503883,25714.942609105412,69539.3831563756,73037.1448045968,90917.25771031118
Aspscr1,0.0,0.0,11485.315638502518,23915.737542713417,0.0,10869.496690925918
Atad1,42786.81196682905,143300.28718430016,138888.93986006596,143170.999340602,129872.91554924686,109701.0027924251
Atf3,0.0,1737263.7738152507,0.0,16188.71556652841,226521.0146055418,214774.72011555685
Atg2a,4604.486831717312,5624.256515046203,0.0,16856.864912184672,15147.622048132316,12793.649494735115
Atg3,49291.33079346064,34786.804797471676,74373.56385391123,61645.54911533124,59917.996910494716,56879.68146498695
Atg4b,5066.306334956782,2589.5545923889185,2159.869598224098,4152.9338619304835,1975.7999829582811,8263.092386327413
Atic,681487.0964615215,836732.7652358747,684669.3446573495,677230.1372081591,638594.1262724667,663410.6495485152
Atl2,28039.919481813708,191383.56627457475,244876.4435714562,187895.26664794833,226999.910016676,244588.81462203458
Atl3,0.0,0.0,0.0,3976.2358001065495,0.0,0.0
Atox1,249518.08315547698,242381.75823832164,360501.78206205665,467159.3054014376,490990.16660435154,534663.7126068486
Atp13a1,176347.47040174215,241026.14558481053,431462.87733479176,272636.52624299476,304288.9019446756,265464.3907443937
Atp1a1,5223029.649919508,11686220.030335406,14974984.452966176,16149463.319979317,15965861.314644944,15496503.753959887
Atp1b1,11030771.76145407,27358691.07876301,34623320.86304608,38836621.89537866,41206815.778320946,39616288.53816342
Atp1b3,0.0,0.0,0.0,3271.37433882296,0.0,0.0
Atp2a2,1045146.69395434,1920838.1594459426,1728549.5173259764,1710786.6053527151,1806556.9170030595,1584823.9869460699
Atp2b1,44215.42717979325,184299.14530442358,191060.93590004774,239617.7291652016,217934.74569351107,226224.60093158853
Atp2c1,13269.306495940698,0.0,1198.156578993469,5682.969531888605,3906.4891103626983,4630.084005438616
Atp5a1,22306983.87695987,39426553.524881534,46204827.36866513,41497022.18170647,39662594.9397923,38113072.40660076
Atp5b,15158458.846983675,28745641.952115018,29254949.23955796,28844129.753371116,27069966.384108897,27523083.119866215
Atp5c1,3930357.685269343,8561035.794676593,9619302.32503709,9579039.037577685,8579821.334016446,8118172.992239059
Atp5d,10992801.476516636,22200792.881908398,23997105.57041085,28183706.42335533,27485127.86089653,23519353.817726064
Atp5e,3624563.876335276,9801299.948029919,8976327.950846042,9211559.819913162,8547251.539496701,6853866.762769119
Atp5f1,5805536.3984863935,9538908.885145437,12639625.345743285,10958449.037594398,11607992.007781312,10338943.867250845
Atp5g3,132976.09532989498,98471.47486895022,93509.7531618852,90556.89130991945,14151.578496008004,45715.815888354584
Atp5h,5191115.710601177,14643876.789186362,12486117.181066496,16385036.16971987,16263420.715042774,16024843.594760006
Atp5j,2346235.3534309966,1020895.8756638597,4240669.789597899,4315763.693461322,3283068.440290346,2173262.9593871515
Atp5j2,3133518.811244497,6681454.730683347,7820913.720409447,6998755.428409448,6859322.917997672,6052940.838782655
Atp5l,1645094.4882811676,2993041.8636523355,3228356.162483818,4180739.6418367485,4053852.4287028047,4078210.353597414
Atp5o,3863795.3414114313,8008995.634934061,8994677.56645968,9891603.690720374,8931377.967607308,9640051.319843084
Atp6v0a1,0.0,2835.4697721952516,8837.311091866224,6689.20287688303,2558.912112141522,5756.064425978947
Atp6v0a2,33385.01550259299,25990.36557484299,47877.476129961964,34243.41194746438,37323.59173463014,35473.5072248697
Atp6v0d1,94410.19146470792,136067.3575809756,86534.19341091308,184247.92093586523,193561.71364933875,201131.36040645163
Atp6v1a,206475.91080246825,308401.8645075858,368891.60535415134,401949.2856126036,395891.13939230575,402382.6168852798
Atp6v1b2,459465.3847479965,648997.7535520012,581383.3326937329,564412.6693562113,699187.6858637169,758926.1299476573
Atp6v1c1,16910.003552598286,25335.154874478605,36634.336789710025,56474.4596518996,41670.71660959505,34491.78636506183
Atp6v1d,8961.803529730398,12379.44200438134,6034.162680697129,3919.3087544572427,0.0,0.0
Atp6v1e1,194852.36270130772,26853.620483111987,103281.4280182439,176375.51465824683,138546.45374400046,127794.64785382444
Atp6v1f,17293.839921818606,17646.27464610873,19922.261366246235,28598.05501130816,42693.896630145835,65809.52622809989
Atp6v1g1,278845.09957114316,469949.73723359936,458381.7368926423,583460.9938219369,539324.8018828551,525344.6691731589
Atp6v1h,63451.674448449405,137956.89776915763,139616.7719346879,157207.78013510298,139401.48276198766,207221.35778174645
Atp7a,8299.375365363576,1184.3243172432515,18035.900690257964,3770.0401718604335,1615.783763774803,1162.2433548543142
Atp8b1,58651.89671979983,103901.69985087629,190845.7713282792,237590.34210777938,259239.82132130276,248152.5487583094
Atpaf2,42639.04368261597,71443.80793197975,95133.08236084436,75812.77382445672,57027.38951842396,58044.74002964404
Atpif1,782463.1837874408,1841166.8389904231,2317097.8652329273,3583419.3717143675,2323274.5610739607,3049063.8259317316
Atxn2l,26278.59707325307,47739.63910519538,38016.335609645976,60544.161778475376,48949.17167357496,64835.858292013116
Auh,24674.576140858873,55733.01358329108,71485.1600345702,84621.04567623009,65165.61314275745,69212.23914924153
Aup1,87437.18901243483,116306.20892743776,98326.92632293272,94654.93940207451,105533.47850392564,105477.91183114292
B2m,925392.8704414399,2227632.4040894397,2287561.8281057593,3578210.9316422464,3149987.4114361038,3114064.2938960213
B4galnt1,378570.9197263505,682966.3275906747,712073.3470680693,724555.392099107,509347.9502078585,556797.1309563749
B4galnt2,1233509.0146389806,1368294.2039354614,1729514.9378648908,1260237.7938156961,1402574.2028960113,1140642.9456426492
B4galt1,0.0,13994.101139447925,27772.017705381186,20945.121951806177,15214.616013869632,17901.913695893378
Babam1,0.0,10523.366697893793,10264.397820759572,5492.163421094709,10732.590953794865,9115.915748491438
Bag1,46925.15083561089,47237.6350929326,52478.13332533752,58108.79301017765,62301.71901502399,62943.955118030586
Bag3,0.0,0.0,0.0,2203.025719087894,2185.989180761586,0.0
Bag4,0.0,0.0,0.0,8962.584101679702,6201.307034941602,8187.318003144374
Bag6,0.0,2721.0206612497163,0.0,4041.4424982059204,3484.1019415693886,6253.7916864897625
Baiap2l1,138496.50355708058,502949.10454367235,608789.8514154723,652999.3334924796,696542.9371143979,666474.6830842423
Baiap2l2,0.0,0.0,3594.122237294088,0.0,6212.925994425169,0.0
Bak1,485612.03027246706,870364.0373295022,994365.8483374247,1164899.1127217675,1238407.4401963365,1131060.5842886036
Banf1,100389.22496180503,119874.51771554575,108024.21096845488,251325.332386222,211819.48512061217,226853.93238222424
Bax,449619.25792479166,466182.7043090503,604019.2404862597,437046.65429400624,462229.21319854306,533401.8122986231
Baz1b,3483.4800053594554,4106.83865750608,4952.32328496263,2474.9445746153456,4055.9160454487837,5410.034881120428
Bcap31,1438206.9719193836,2687376.323025716,2595117.6223833216,2723446.505347073,2879697.2867618445,2647805.8255788665
Bcar1,0.0,0.0,2567.6095762611126,12719.184731641393,7331.987218859807,15135.354194539395
Bcas2,0.0,91170.49245418467,73829.11974054022,42262.55976247545,57360.71337744484,54326.72608400072
Bche,35994.62467324632,165240.43687924847,317393.2157632726,232458.68918853218,207728.85449992394,191479.57362821163
Bckdha,0.0,9554.38811899587,0.0,4734.537425133391,0.0,3811.4386435752795
Bcl2l1,11460.893260760196,12672.07114079259,14209.066578943412,13433.287971162425,13942.588284297086,14618.940165221047
Bcl2l13,80693.828436201,83954.61695958936,121296.94428125296,100529.70157428057,108777.01270660435,105132.40020583555
Bcl2l15,0.0,39577.28757551232,18372.40261793956,58922.96050250376,45351.71612706116,57308.52651034246
Bclaf1,49459.7203898666,76324.43173885239,75602.82105624051,81584.48493820571,101173.55826113342,73842.60951840514
Bco2,5488.97399689819,75532.68188370277,98254.64509476717,120420.94356343224,83546.48793667466,85869.71070526805
Bcs1l,19103.414405143016,20222.221042287812,12962.427139122115,25089.570396618772,32029.844124244137,25577.198496926863
Bdh1,309543.01283992757,1034190.9355036154,735344.6970736001,1203078.3448481937,812900.115779425,702521.2290259193
Bet1l,0.0,0.0,34001.26541415226,16375.995189558429,25835.827272837963,24587.767511897888
Birc6,0.0,629.474666145459,581.5992161686432,344.4901389219927,1672.0240101217967,521.0259355403962
Blmh,8406.479210979152,16457.012540261836,13549.632321548066,17335.32803226118,15320.75367628487,19473.03109934316
Blvra,291193.3933972722,313010.5646107608,369711.1369956633,308402.36147590587,375580.2454079299,373579.0752071492
Blvrb,0.0,40338.930330388284,0.0,45262.68071536782,0.0,37462.45918349484
Bnip1,78103.20046043662,288060.7212387387,264726.5563159814,113661.6754988157,29373.98275897211,67750.49613268365
Bphl,29460.605522284888,84908.05321149505,102620.39960411465,85918.75760715042,93416.89575993651,74487.6648975602
Bpnt1,1410614.5580467551,3123079.860110913,3265045.7245479818,4175115.007106532,3809237.242155876,4253376.868962534
Brca2,0.0,0.0,1323.6891242176234,1221.128727571453,1159.0805842806,1808.6252896715791
Brcc3,7267.166099706177,23080.666447724267,12293.35587345979,4035.8827162768293,12914.506923390327,17463.2151963313
Bri3bp,124424.03452099378,277773.088425398,571042.8817957899,475516.3398357533,502862.38577077404,438509.152895697
Brox,59104.63175320138,90251.56367795741,119178.24688594983,160323.75286750402,120334.4765595609,150751.718519834
Bsdc1,3837.3231824112645,9339.962043745121,16779.958406704714,6434.112813834016,18641.685561267845,20080.219025185175
Bsg,1204194.3050267745,2355243.5814266438,2854402.834274312,2624566.9782308093,2785049.0438629636,2536241.470138867
Btf3,690187.8846682297,529073.767217099,557724.6156142497,389376.6124894711,541768.765224021,391200.93352992926
Btnl1,41254.43790824079,248208.69080311246,314275.2196905747,429691.7715648212,345053.77118530945,374081.9494430205
Btnl2,43846.596178773216,185883.77208173877,241568.9809730843,271072.2134012235,214282.26937936945,220027.062332494
Bzw1,148358.19765427703,229511.28679727067,112150.88835878142,171908.91630696828,130018.29922289924,157348.98117869403
Bzw2,0.0,15208.418358314417,33478.77232438079,33652.49041702067,41211.43918142351,21925.39890178148
C1galt1,112867.45942331351,90000.99351371004,52422.300449779075,66413.14174108118,54872.00855219216,67781.90946807417
C1qbp,215879.88208823345,576352.9679715646,398028.59992751223,370072.835974958,364144.0596927053,349037.41391048854
C2cd2l,4667.486566472848,46458.73519476611,75886.08479519941,133005.97490097885,118266.10019781496,127791.09547587248
Cab39,32852.57189150585,36174.8940870169,52189.98262970804,72286.66989295199,77645.10952915282,40773.95953813285
Cacybp,180190.72015854286,349764.8320199556,169374.21002310375,189113.09347524642,62864.643332085725,255284.20581235437
Cad,5480.137790010479,12946.655306373947,603.0025270994917,1450.5650337162858,1460.9432223353251,693.4832567869129
Calml4,109014.82484597233,520968.7278859208,520673.7746501836,927370.9644144082,836858.3246571092,800316.1749330412
Calr,13376738.42436981,16992945.788895186,15489932.89206231,15561263.023946889,14235210.181616677,14113274.22991422
Calu,765568.0512110485,941878.449155008,877722.22372848,1286356.97415956,1158729.0274836214,1235527.859254553
Camk1d,18284.17967073241,16361.773270019043,13990.884913192564,16610.080881982874,18251.022390130023,11520.451790513216
Camk2d,248170.06274323675,459919.66624601034,393594.1290067159,451864.8553841063,349554.7225246614,505199.19989492383
Camsap3,0.0,7794.503158185326,0.0,4501.309832007891,5683.79899729801,5807.362382689107
Cand1,76606.93882794281,81859.98802437753,82611.86110595868,103532.97111239012,87768.98837259892,127592.0108488012
Cant1,36711.245385721864,22311.856308576702,19506.50888709811,18986.916339762585,19529.064744079547,20591.579298767057
Canx,4122233.7775085457,7391407.685673901,8823510.573283935,8447912.33579078,9573424.776950762,7398328.9224105105
Cap1,1791313.3269584063,2451579.407501462,2743134.591614481,2953906.909289775,2896110.2932582973,3765812.059759372
Capg,6326.857825835453,18232.572887678372,26151.252732298664,38324.6994869265,37849.34113141041,39692.94098328224
Capn1,334438.8359906452,373702.7693326992,398005.8261669757,496548.6109727037,472299.9350063853,546047.9321840836
Capn13,0.0,6835.526052755912,7080.335923497915,8406.7726200893,8160.280393213091,0.0
Capns1,390282.9067263032,204897.75012041064,289107.77679655096,327944.48654240783,374875.84874791146,369633.8883403195
Caprin1,516464.12054375326,670272.1299355462,703771.5497263129,613757.0373095872,560145.7964805971,536661.1743602449
Capza1,593781.1579796103,1336437.7767430511,1268886.8300739706,1432637.3814097547,1339636.215755016,1418520.673985668
Capza2,651247.7881703848,1571279.0150928458,1655304.6467407683,2222336.502661054,2039077.6886697516,2038505.4747500217
Capzb,924011.3505656357,1707084.979706676,1568875.9961927065,2147671.4266202752,2308401.007349185,2372699.525225956
Carhsp1,109847.9377541838,25686.238561073682,33288.871728948114,46936.53451718479,36229.774958118556,53230.335311086266
Carkd,18102.632063934685,52999.22142238925,57231.694829647844,89050.9813779174,83428.60230693936,91424.25961501406
Cars2,5942.739795046419,0.0,6583.162365592667,4597.796049160504,5597.889091756632,4598.70180991158
Cask,17697.380534665917,126561.1094027607,165586.85993753382,64891.76619664175,64825.790629947434,59820.2902331304
Casp1,341683.438430919,512860.2193548191,539997.3444782636,596215.2945773241,613640.5078574081,590777.1488897719
Casp3,256473.314961377,420949.5273806707,856817.7824415468,977879.5571001907,873805.7086710177,957763.5071988534
Casp6,330215.12774874107,497563.6107500639,822474.3290439282,931542.7810046087,1091825.5535938244,1210796.8744849926
Casp7,137718.48806931998,319674.8860337636,337963.5563188909,313117.0184049102,296866.943221743,247512.97235443068
Casp8,218509.45742641544,242286.92116935932,296515.37283833744,405109.710977556,394440.67365700216,504819.57359137735
Cast,386210.36982502544,569970.2307197935,473308.06910523225,677878.6886067664,629199.5145802902,858542.0286808164
Casz1,33004.0128546997,31602.878356741683,40496.99219462665,39182.99127152159,39056.63450287752,34589.48534303938
Cat,940958.8418989801,2946359.3100110483,4070306.102488402,3965899.8765431093,3647215.736969612,3959525.267462684
Cbr1,1081387.4765615696,1715377.09852194,1995706.965475451,2720427.290314019,2361857.0735550523,2887162.98152439
Cbr4,26532.520007143023,89068.73721561316,87077.12651050049,61625.930711017034,73222.19285605536,84111.1969977318
Cbx1,513052.1682236425,469203.0859504419,389378.7984007808,490534.26302115637,541870.096172044,310656.4194055696
Cbx3,1569255.1853066215,1755133.9102908995,1151576.2742979887,802310.0497042289,1034755.8160703765,846524.999220283
Cbx4,0.0,124175.18424200849,30861.058705610816,6173.514150993805,68952.71215799094,107495.97453028098
