,SEM protein V1,SEM protein V2,SEM protein V3,SEM protein V4,SEM protein V5,SEM protein V6
Ncapd2,2532.0069809471224,2578.8511278492665,982.6631570571028,1857.045119056154,1935.50464489257,1334.184809834862
Ncbp1,8312.012466367714,5367.182170881333,8052.363474079481,7973.456912062081,11110.593724097003,8222.808852301243
Ncbp2,13341.659311973923,9816.396892592538,4926.574730233856,9016.995679191767,11971.574142756424,7108.447419005187
Nceh1,10235.784309520152,33597.966620831976,27479.09914431093,22258.51828226938,11408.285363155888,32076.437153213883
Nckap1,7382.90478475001,15256.37928505739,16167.80825172075,7086.58725084552,11470.148708610785,25428.376131341938
Ncl,183388.76868722643,126497.26971248491,237609.56554761232,76484.47823618574,114964.40897026088,62526.312259998755
Ncln,32253.58998820422,29870.3184591685,85429.23778993727,56130.45394637733,40589.5420167914,49704.84719203539
Ncor1,115.18682067515509,168.2393668665591,794.8163984494058,469.7974393111219,560.3564407577135,383.87127717828184
Ncstn,13842.963533728973,23406.95054600772,21507.777168576216,23580.84748836113,23228.900417909157,18304.03267992074
Ndfip2,7656.450402546585,5698.808985953469,11712.165886247665,14005.33972059935,12067.103562534916,14316.33244274208
Ndrg3,45720.23884469742,45955.09827770208,34120.429959192195,33559.07772522263,50483.42145624479,32414.55910959412
Ndufa10,54748.872197296536,45810.98834287497,285300.0858181519,196698.40314976792,189827.70165649217,174436.60985850313
Ndufa11,14779.973184448409,56517.56501394774,39911.26328776533,39872.971447366195,8425.759086984852,30831.52003880008
Ndufa12,173760.95415939193,155858.4874448461,367464.5047474923,152410.31844657572,193061.4493657519,57234.96271281665
Ndufa2,148173.49818766813,214511.0094873179,82347.14827399515,92520.59265143072,287701.162410749,34577.12654946072
Ndufa3,20056.860555738014,140822.27237712927,31613.302714931364,96912.04665687887,98107.55707482928,37210.96310785547
Ndufa4,544876.4798527216,728964.2885681625,804740.812495195,793941.2748351757,1045973.9660437499,1454099.204119918
Ndufa5,59368.39780044863,77977.64157362138,283531.7202104785,241752.09115233566,110162.84471994202,189150.2599302075
Ndufa6,97363.66423000899,244399.63187941324,344362.89277381735,241195.63223763992,183380.84536700108,209571.0245448195
Ndufa7,339230.4589144414,131430.67925760054,277378.4374021931,159797.90256383736,97095.05785373555,130266.61391839258
Ndufa8,86883.16468913927,305810.4843707559,325441.94136886625,115133.01466447552,158323.09724467996,166100.52493835072
Ndufa9,84584.93814940762,111097.12470426108,74515.88805005315,55260.31329242307,35332.352351672846,71156.79918540308
Ndufab1,9673.414915551422,3328.4310120767914,4556.693926614583,36501.19814308114,4661.637539022142,4666.922601517631
Ndufaf1,1814.7556984479425,12205.352589755004,2860.3888973176586,2913.0480032565924,11607.503576188014,10044.296665629301
Ndufaf2,37037.833530502845,64481.85449501863,54059.53236929522,28183.362893333895,29979.166069181858,39952.85602120707
Ndufb10,659176.8363241234,433600.3297147007,868661.0142654562,179932.29784780942,870655.7143863572,1018110.5914529474
Ndufb11,36021.36569458339,431927.35922780464,125594.01982014801,190429.06732924635,147731.85538946473,196782.5157144393
Ndufb3,162541.06906441518,298138.1549882498,581704.0233848518,152726.79700999154,408451.68398836633,184283.3364322277
Ndufb4,69792.25438908846,168828.70568076556,148810.33127618377,188698.09524650822,229119.879682304,257460.1659768225
Ndufb5,120368.43941692513,132118.97178408306,272173.7090762831,123564.80442347564,141146.75541637753,66413.1476269576
Ndufb6,36436.85549806743,40502.49981536089,64885.06342028221,82874.46883469172,32499.11741767446,34114.424354877716
Ndufb7,158031.48380108326,163418.80454343854,174735.84252392148,84155.59770006363,217633.17527983536,277796.533942323
Ndufb8,111237.31318438248,417818.48313664505,224124.16928676842,161623.91586290605,330378.1539383838,353789.1728816148
Ndufb9,102449.26618395124,99748.85392975186,78696.9594907881,28144.133766458825,105359.98684474334,70720.10812903967
Ndufc2,1784.5121789197517,2606.419704853258,3706.639726865989,21327.088589973297,9314.116599736983,2880.7606196515917
Ndufs1,106147.0940803392,78670.92261636641,98618.5502472877,132369.31138957807,71622.12714841505,86552.25025467241
Ndufs2,34064.804338899216,65456.511119668714,65002.27875493668,53686.52822770673,30163.64372732698,39247.00009052166
Ndufs3,133485.82833119188,115048.6539281131,216066.04092187862,119865.87428981811,163922.79019791726,157187.3521597826
Ndufs4,74337.09537059671,226723.93641028873,113064.05238380762,104933.75782437484,172703.5149281885,152598.75763734744
Ndufs5,172860.956444175,172824.20296789246,126783.63494008993,225600.2929669086,119364.50327001023,134910.59681004952
Ndufs6,107184.70661123405,492416.08946320333,215890.06940695972,268450.76520064654,100539.78804397858,223214.83081814725
Ndufs7,141044.88581079175,158391.80055106938,228272.4524545963,184539.94770439752,103137.42679073029,237210.00527047447
Ndufs8,137345.61448071533,73677.3995855898,97847.80235797659,42830.05134255646,124322.17608644816,215344.6695932079
Ndufv1,41681.88103672823,123459.91540457876,180742.17804505987,183723.10941696426,167118.07447343392,82348.37453078757
Ndufv2,53191.31405878974,88959.88172954741,244367.71579938944,93557.9579904212,264589.55220725737,179978.5031113774
Ndufv3,74408.51416294838,58773.875557884734,171983.7816273712,117046.62048238832,62217.94865095309,101380.35341912166
Necap1,8026.623467898434,26270.053427149152,25542.98124849856,32013.044378236053,26216.392907517777,41852.87783009044
Necap2,4325.675196104723,12502.517837391337,14246.657691262331,17976.787406211148,16337.91472086603,20950.869700439904
Nedd8,78630.20133707095,89475.72798814216,22616.317947167656,61228.18121449116,79638.20715042965,128934.87906763138
Nf1,8925.02215050199,87931.42145641717,14067.477120718564,14326.456159788431,14391.460230026438,75706.59828041987
Nfs1,40234.927273495516,27720.434694387863,41092.527246708196,28677.029420429208,30414.99332825525,14484.731632346551
Nfu1,25013.699988521883,47593.77486311022,31704.257912842248,46597.525696017474,20545.74040272976,24448.009373761255
Ngly1,568.0688769331488,2447.5682892894442,1360.654125741304,2317.7356488464993,2563.690928209308,2008.242128714656
Nhlrc2,5165.432126293029,4090.4631091562696,5986.715757956077,6975.94545903502,4896.85554552616,10816.100911813566
Nhp2,46721.979198614164,42498.16416660657,72946.09223245624,61868.17508021008,73306.14452253717,63469.56661896837
Nhp2l1,102958.57323092864,70984.09977842042,117959.422736467,76450.64635087411,48846.719192599725,68432.17006335911
Nin,349.98515699125585,1622.4441312722429,551.6410049793175,1297.5504836017587,1167.8699018231819,2512.500186515557
Ninl,16049.06201443152,1953.4092646796541,2108.022897962876,2146.8311177855794,2156.572030626354,2159.017012215436
Nipsnap1,27116.205458036286,53078.242631659276,37774.698428389645,35057.9830338279,46091.23522010006,51212.951052068165
Nipsnap3b,26858.978625464384,84966.66412381775,75567.54103546047,69712.44187359864,13407.600856862053,31125.517582376044
Nit1,10663.647929570378,16900.756278786677,2410.012414539658,5128.344987545373,8024.083227261344,15104.422638866634
Nit2,24860.076496291174,34090.941699424555,29149.36222292312,15548.97996816938,19909.57589222821,31103.87176953165
Nle1,3278.008048410872,622.1041447350417,2889.3853428453262,683.703390052055,686.8055880201507,687.5842436802171
Nln,5597.755327538119,7934.333132816664,7108.269643945384,4404.881604165711,4493.073803633017,2760.8161244251414
Nlrc4,2329.5335078361263,388.6251954575038,10896.973263045109,3666.011164062118,6111.20721401849,5795.822783821407
Nlrp6,21696.797347309155,29226.56691637137,18967.390049038768,24789.044409249047,9710.002026101303,19156.637064526254
Nme2,299580.0982119411,209930.6560566349,263407.26379452884,132697.25772048417,183191.8140236672,35580.315050952384
Nmi,9109.101684099967,62943.36454510982,86394.4253135311,63475.02802821953,47464.21223171676,48685.4629445816
Nnt,76813.38776324515,93215.65364231843,109057.27215350188,65924.83457603234,60589.197835946725,51869.48496854788
Nol4l,1271.1481061627412,1856.6112973771192,2003.5633076253293,2040.4484502611924,13008.256592084965,11601.361403744357
Nolc1,44912.705188175634,34966.241939708496,28733.595440381745,15987.110682542092,11685.360660823477,14775.955977573441
Nomo1,36490.984696480446,29290.024731291986,37114.05709694766,13138.12832468826,15611.412871002773,9485.415742623041
Nono,116441.4373054147,90640.88780216157,208976.84861321154,84094.30975265389,174810.82419648216,129946.53189390086
Nop2,17177.951058328657,6950.773931672989,9926.142676292862,4871.411795310622,11240.304396725296,2721.713934138658
Nop56,36007.60167358927,88207.41724705808,45979.0188373401,70604.05307632162,71185.08127106486,58718.410310853455
Nop58,64300.876831048976,71774.25371359021,49150.422142629104,66137.24919143069,38851.460704922654,36705.291920571595
Nos2,1454.98315917042,6502.4924930444495,7143.939941482409,4267.33093212731,5849.5865480263155,3534.128062581631
Nostrin,1524.7773625582126,7734.216758977359,5777.494278585168,3382.8183806553275,9113.904652439775,2545.808540876709
Npc1l1,21877.736056384532,108675.0353925357,91159.1523873209,93617.52816573565,70060.5447723927,116587.74907044317
Npc2,102252.5627042547,121295.28760037277,63521.75127385539,66716.67613648529,114317.85584192546,104997.76785690739
Npepps,12590.980019241233,40497.75700557298,31716.123328028738,43744.94747872752,30591.178125099552,38356.908557261915
Npl,8220.314151600238,41969.23619312467,50077.54135624854,93699.21116932169,95076.5068310449,147838.05813751096
Npm1,495564.7468731609,937900.1315197968,452992.6265414652,560368.4985159988,120665.66324243958,384775.8320775506
Npm3,10829.986875552066,30745.226829665764,17995.74371316079,9777.722436342738,7758.203624359626,6510.606089357187
Nptn,7267.09226295763,11138.604323321635,16819.041432375714,23408.705050314362,5147.638476850182,20952.35520456427
Nqo2,8315.395456063272,12145.28588056512,28178.172010917348,37787.180799742186,27419.811785899365,66771.39506482988
Nr3c1,10895.104845216127,3628.17339444593,6648.8254056607575,4818.191630213627,11447.798005889726,7416.631210981659
Nrd1,10750.180093923482,4733.85477853416,8253.104930908905,4998.908694472823,4523.297105398588,6351.312178911171
Nsdhl,11108.16050505595,44653.930117346994,32884.53566065151,21568.695197001227,25877.88336356723,27191.890856567497
Nsf,26343.248491848095,18062.260638078005,12687.538098723402,20249.83163556415,14007.708193945253,20299.11054621901
Nsun2,44895.290922117376,6880.97920309292,9011.164399047011,7664.7049646941205,6946.413547460678,5019.712466291783
Nt5c,68974.98164020793,30195.76300686867,40740.97456511224,57276.62301131958,52101.20686021904,75085.60108758802
Nt5e,736.2149104904596,1075.2994977432443,1160.4101630911796,1181.773049014886,1270.8873993932852,12989.444442306089
Nub1,3492.9285265174617,8139.602513227005,9424.092087427662,7757.141561362485,4982.163548689465,8955.73144668978
Nucb1,167287.2395207026,106179.1907158088,482291.47292835545,258903.69893708953,172288.1240246186,313274.2325180452
Nucks1,123622.68048059018,96510.2031750715,93100.74893064973,71702.70963868669,75567.70609358889,67520.57513841034
Nudc,100431.60645064714,81400.24104727409,103108.54643028649,79627.12662942891,51870.092712683036,73448.47665316702
Nudcd1,7675.304910358835,7642.505729980042,5744.991945474143,9135.298777417898,7372.7042444144345,4925.641720447183
Nudcd2,54680.108092906645,71745.05091624282,62325.76131603109,22687.592408317152,27596.557925996658,25082.548120147098
Nudt19,6485.5285800951315,22431.415744937633,28167.96338705747,19098.640694958962,24726.646440304743,22164.050410486077
Nudt2,9700.946780685177,7044.683311872839,7602.274648144587,20361.4446927808,28687.497351334452,28576.725597638826
Nudt21,25568.049893211075,29230.608135435767,9138.35293423235,7771.77386391187,8746.673186516475,14618.720434133333
Nudt4,20820.32771113864,18754.8387804452,33094.57320799366,27036.72958060599,23331.253137630374,69873.60233116164
Nudt5,65303.00470706152,110259.59484555636,117169.49607610657,173364.45781125658,147393.304119137,209517.44711688382
Nudt7,7395.906031693111,27454.837635838136,19818.47767871818,29835.55963387053,14860.556564619232,28076.749940929432
Nufip2,3334.82518750278,2259.900106581757,12990.259177438034,13651.528939318425,8280.007484381926,12039.52225412986
Numa1,28775.00840694329,25068.724773425798,9926.372659079601,31802.745049444802,17308.94728322006,22162.969919956082
Numb,6190.17131704764,36307.91817741075,40258.71175293855,30353.068729009028,26274.415917601495,39924.99319326134
Nup107,8952.91120653127,13811.509810223963,8281.898393986396,8187.246855985915,3024.7040457704634,5426.395673130856
Nup133,2417.1952610743124,12293.649162401347,4378.576955779949,5605.7569215979265,5335.500494832069,6333.044951325697
Nup155,4107.88922775901,1970.7619518241097,5121.294955532634,8174.306692812179,2710.288476335002,3327.687704947933
Nup160,4517.279308344185,2372.7055987387516,5930.9844939651075,2230.6692671157766,2615.2124852349425,1795.2839739214164
Nup210,3265.350296702389,8327.244399779021,76164.5533633611,8473.77912947676,7958.2079052374775,5121.075087047076
Nup214,9524.961772694433,2595.9509858361375,1060.4675027689516,5193.545869040686,6516.837876812505,6220.641033657545
Nup35,27493.22884021814,5883.084157685224,5372.444952238483,2956.4372872131235,11225.574049255034,4788.366428535128
Nup43,9336.102638906113,10949.42151845118,13847.734300923592,9939.306226935929,8883.592603323028,7989.730823392056
Nup50,13561.043072675253,18724.93192442431,12897.799467451485,3538.510862335586,5735.6396289801605,3758.906797691268
Nup54,2022.1947413038524,2401.623034118123,7889.586266117168,7957.487510640232,8519.585762464654,4766.390049663518
Nup62,47768.45991531784,18185.951056565158,34252.68347186723,25871.770231507464,35635.76046742344,11516.542604853017
Nup85,326497.4153065657,370747.1031923513,471757.5237655191,497905.99511620926,499931.64658208657,701532.9972406927
Nup88,13305.73160441316,1619.5052001188374,1747.6901061899719,1779.864681659967,1787.940541278727,1789.967592378212
Nup93,11699.648109345257,17190.543960202558,7305.938921417814,10070.584636716929,10279.350475489644,11252.262855321294
Nup98,8588.926368485649,10821.19066438759,9479.8893050389,9947.015031344465,6801.382594396084,8945.583341512116
Nxf1,9425.995100052993,5605.408994722927,6772.1786757031305,4992.465968128164,7628.132828190357,5077.1353513980675
Oacyl,125818.60413398313,187393.81525545064,202136.84925764202,228371.8021172522,237596.5592010066,203187.3635172705
Oas1a,14998.200917657769,50299.6583084212,34571.960012062875,31394.339514050378,30243.55606870494,9388.010681718299
Oas3,101.38702675226574,148.08368778046506,159.80460945914396,1952.958909605756,163.48501311717095,163.6703618286843
Oasl1,3274.460521125663,11083.771548659186,20871.43358356312,16575.719529937785,67300.44033825431,81331.03327379395
Oasl2,3973.558681007962,8407.279856971541,15434.24078310904,36512.867792419485,11432.161537788394,21541.54282298129
Ociad1,25311.4339907955,51250.58823946975,44557.90625785115,57118.404541900476,63498.576593165235,69872.48964675667
Ociad2,227281.08225109207,300775.3839154837,612579.0264119712,443744.05490837287,478293.41279414576,263354.96134458575
Ocln,7280.785141417236,4480.133910369145,14071.838318821247,8763.737612372688,13501.528173831077,11301.748149930903
Ogdh,231926.24767623266,241989.88264824759,363261.99957227695,322477.2701816022,346628.1837453582,442912.5243855287
Ogfr,13334.473697583418,20637.72880689904,12082.962443437264,8202.726380758966,17568.116219013074,14340.074853604683
Ogt,4642.063047557496,1822.6778499471714,8917.402713757501,4461.94660179222,7599.8278298240575,11591.708921398458
Ola1,57596.08313065865,57652.0963032363,44399.335857311846,51409.52444173935,51987.53596760761,57550.89773247123
Olfm4,18572.144256142714,5524.369451152892,4715.183728080982,8157.7300724974275,7818.136431550873,5832.831474613818
Opa1,28997.92186650844,14241.856039750493,37505.94569571022,8305.754324671734,16450.947014434056,20078.936825281122
Opa3,36967.73734865178,34413.092920523995,73421.97843637328,32615.172913216546,135150.22160459444,41836.55639719261
Optn,2669.1664304739265,1079.828460011584,1705.889169669692,3744.769034764987,2926.757309711556,1569.7153187254924
Ormdl2,13042.958984893647,57007.998619449376,50097.76821697822,87345.16330552666,22630.252529460173,27850.02223082381
Ormdl3,22288.02226922564,34337.119723148346,50091.33558761857,47878.31844614624,48573.55862164889,65592.19245128444
Os9,18179.4607252642,16697.445418596188,26136.621986534275,26720.236557528613,24385.596687414047,20880.872562232187
Osbp,14807.87338547958,6028.318797667082,8129.435944600645,8963.648336070495,4595.539679613779,6676.557599170443
Osbpl3,3203.157376966944,6250.113569661911,9999.047159866925,9684.032211200447,1769.7763162974438,13102.95154516363
Osbpl6,1676.0122735233122,2149.5598605753644,2077.076172326122,6459.8046166199065,6315.862428266744,5472.336932184882
Ostc,4056.182292421507,87754.29136642451,44327.821220581245,62039.278255859586,58086.309088411996,47279.47983444711
Ostf1,15195.899117028219,6335.986594304393,20253.596763160207,14271.102625573847,11745.154221627767,13205.64441773136
Otc,53527.23585267473,422736.3608949982,232699.26401751017,709194.4861513712,553148.9389377193,407749.21284987987
Otub1,20096.50435027684,83776.51910967316,74175.91198827114,82553.75436962247,59720.83170538301,64887.28631091252
Oxa1l,8748.890317083944,36117.18640569674,33871.556720279565,43429.324421476456,27051.343227433685,24113.824669725782
Oxct1,28105.571540399706,116796.98979345932,105742.78557794185,83468.65716026785,27893.053671054193,77004.12448426281
Oxnad1,6012.126293264403,5386.920982558958,13660.167725562791,5574.80080005905,5777.0021239267735,6204.085276498376
Oxsm,11055.305630840676,14997.742786149229,12493.426937371783,8606.318547266706,10237.088529624607,13803.353370269837
P4hb,1163939.500856081,5305293.48858306,6109256.229638615,3642935.6097282097,5269129.564390155,4964268.125049497
Pa2g4,169041.68296469428,279988.02896321163,308629.9258193631,171964.14440322205,139332.0755614936,91536.71920731886
Pabpc1,35563.75774278873,53639.40777119895,124033.71649648563,28512.494194729905,32189.186732410817,41660.0392275164
Pacsin2,25758.635619244582,48248.22554287741,72429.34834269188,70967.81094056372,51999.04355537051,106100.31411937183
Paf1,11093.206194475235,5578.1506977749605,4590.312887145745,3391.780316896703,5656.821837042283,6494.616882874133
Pafah1b1,38371.308021468874,54882.32657546061,213527.8526719637,41436.9825819944,34799.58015165213,65201.23455307653
Pafah1b2,11532.715549892013,41153.98603234386,50671.031029231126,18512.328702685092,73588.01691026965,52354.987719299694
Pafah1b3,61140.812210137934,50115.59468161094,43484.226643609174,48659.33649199049,53776.98720149478,37932.673894892585
Pafah2,30409.056031551187,31956.284783013813,36632.01172006049,19755.74902234767,26399.75104595494,24593.766674722345
Pag1,2413.784443553366,3525.5210982948793,3804.5684213930517,14097.717339777537,20899.80650475718,11657.993216848155
Paip1,14234.834817987889,9137.505631474736,7810.835114914588,10936.366473013162,7306.813855936189,11967.333592134622
Pak1,10252.675621236607,47138.194576835784,55083.84349697389,21076.453868751956,45163.13357026314,26978.278314146668
Pak2,51089.05878114703,27790.76779949834,34803.77795047152,28208.473082676337,26120.179451228898,33159.13631730421
Palld,2282.1808407375875,1452.2878356943645,4399.734803494972,4612.376185020475,5491.5499085054635,7317.588916127989
Pam16,16726.76429702819,18623.385371185166,20109.064031018126,62161.63262890495,62417.01130870972,6419.112523093378
Papss2,185577.67923559248,225671.29598744638,473601.91322281543,256355.39998706605,80391.31155696184,165023.73012152337
Park7,175368.55556534772,81811.68333215725,297082.5054187132,149915.50424526376,178532.56751781976,240153.26960550767
Parp12,9068.955519656774,7572.807354852557,7444.055663083014,5468.304566940532,1605.2518654720059,3158.2330453414093
Parp14,18186.695423946137,55649.10224443708,32875.66762422817,15149.287396672175,16657.976191936472,14340.197447336881
Parp4,865.8261276715539,1769.358569762285,2874.1008541049764,4153.889546035366,2889.996965118695,4802.60696403773
Parp9,18252.21820832797,30937.977231735462,22601.712405896047,25540.35170075972,29804.946585386933,24509.24003328419
Pars2,4761.029463600903,2349.549373924203,11520.293133427798,2582.1960609679513,6313.077618172223,5357.2383422446865
Pawr,60098.52745646884,20472.160759539507,15945.35105266614,13477.339453965003,11972.291239142145,10064.988407453115
Pbld2,45421.762881970826,11774.471326071722,68002.23185229054,34811.6476619763,21908.4057777932,31636.999567226732
Pcbd1,112487.5043958358,41391.212343075276,27381.737002886617,167976.11510980452,125958.0823442568,1070811.3243518476
Pcbp1,272565.7061105048,279040.56604279624,163379.7573219455,61970.999786451786,84716.94163793944,73992.71812260665
Pcbp2,50710.64711969019,173885.9545014252,134258.66387411376,33051.491759587974,153665.26882900033,32970.688140030434
Pcca,4008.6898322566017,26235.93630758645,19678.75401640477,12926.223022123178,27848.510929066313,23464.079057969782
Pccb,59329.28396693895,62405.51349688491,23010.398033668094,24008.147901544096,31191.10028507572,34277.34595947164
Pck1,3681.8966517154395,17140.496563386372,13482.788735884711,16335.216912822481,12795.416473050891,16991.794745891457
Pck2,33287.18299847227,29688.48250316316,30607.859044605393,30843.74911130419,10926.329136997749,24072.479056717468
Pcmt1,6914.998412530654,7475.567854538816,3617.1045679317053,10204.515491446831,5750.224761712857,9010.682116568674
Pcna,34710.69736309122,64064.58661360767,45922.21412906212,14601.076502556614,46621.42582654192,27351.284578169954
Pcnp,248492.43264649628,141983.92430143498,142367.6165246886,123722.16751132133,106526.87702874458,45754.28877027841
Pcnt,1724.8754226508954,502.02700528408474,496.51418774030185,2076.466930965246,673.9273225660373,508.52511098127496
Pcsk5,3015.216715973676,5137.873582350759,3417.829968953097,1715.3645480999855,5229.045519405486,3733.6188938963487
Pcyt1a,14762.046394850719,57114.30533726974,26805.460855748377,38302.32478295757,12022.10134838408,19472.628288397253
Pcyt2,61382.75484198505,57538.16166020044,64751.93543286777,83480.30362049401,35259.527838967115,76045.16523063513
Pdap1,92274.43111897851,77670.4965189664,39521.70763973027,84319.18041182846,76632.44774946595,81000.98500437578
Pdcd10,16931.57129455062,37764.37964291427,65168.308099100854,49406.36734303432,84897.99407836497,80268.56198517763
Pdcd4,31302.68164143444,24798.986964428044,9450.97496334376,14723.69833804852,24158.05912599316,17722.414440163793
Pdcd5,38966.73296606633,4742.830273929146,5118.228422160055,5212.453837786207,5236.104537694454,5242.040893638686
Pdcd6,30414.56364903796,43212.22994745225,6746.897943869172,39550.93782121967,53766.74218627424,47208.19076511944
Pdcd6ip,18771.9558140714,55927.813999702565,144380.72218658825,112691.34057903677,77241.98391183038,114809.4454057369
Pdcl3,31534.58413950241,8323.007452182375,16443.12647361742,18115.941497639527,11686.562221550133,27276.23071298724
Pde12,7913.701096441133,21964.413899906587,12369.45007121322,15706.332215951215,15885.00210157645,14026.620330928039
Pdha1,40011.63370539484,99283.87313853457,89888.55954715166,82604.4419384859,112711.90041730063,117606.62352650217
Pdhb,45742.41789117464,240758.4104677863,22648.336727592166,172716.44291522505,93162.9003982988,100556.87316241351
Pdhx,10046.614631074995,36112.291812483156,37111.84805957272,20916.088302407137,24368.005484621528,27913.408226801417
Pdia3,1002446.6207570832,1321009.2116355235,661473.9500709292,361346.8007816583,174363.62348345248,152889.58486985223
Pdk2,4072.5107983175712,14731.473877193152,10468.388637213333,14807.092521564402,8144.9354990838665,6634.766272904032
Pdk3,2221.673245983203,21112.58530712897,9825.96525129843,6083.466515855678,3796.183813137805,2926.180612660919
Pdlim1,355184.61396518105,391839.1217811821,104497.59496731585,141799.2694683697,174205.7570350437,210410.12150091722
Pdlim2,17313.773310655157,77439.04507510686,86494.87296425202,106460.05418373826,93544.29187709835,151732.760766331
Pdlim5,25924.63784338637,61438.60607783559,52661.20258892306,34532.363870292706,39843.52430756597,41213.06376824041
Pds5a,16569.83534130549,9528.843700068302,3447.9561560310476,36115.61107653851,7068.393828750771,5208.793739566288
Pds5b,3251.0055239030703,1254.367003593946,943.1350880400415,960.497989484107,2636.0108413710436,2317.864643670235
Pdxdc1,154736.0266142277,71275.74605668626,66101.34054436864,24466.76422856646,20391.521763727324,56803.23150724311
Pdxk,66963.19628463546,65498.57691432565,114367.19518741789,23058.588243170223,43791.161553563856,55512.32999383291
Pdzd11,18279.667440227557,34157.29873013276,47743.39944061377,9776.056733541465,50987.1494243472,46244.60775634987
Pdzd3,1800.0708066062116,2826.6654002566183,3981.989379004915,7541.098060298603,11966.31502857123,8104.236500297881
Pdzd8,1627.1267755659403,2728.539388615859,4365.982006748253,2651.1352730948192,1798.7210254770407,3869.4306903795045
Pdzk1,44234.9599042714,175297.11475914012,146658.61633373806,195670.97285866845,256751.08221235147,213068.9666947087
Pebp1,94195.09039249933,121181.18198862529,134018.35318210136,132674.69351961667,214809.16649962257,29219.941042267084
Pepd,164134.9746688635,299521.2029686062,303489.4330052093,456935.3313877109,316832.3312256768,445326.36886648805
Pex1,1007.5232421391242,4115.473037545041,2322.1153881868827,1933.9935762341865,3962.0375338613667,1737.124659118147
Pex11b,25943.865276215398,11192.048745337252,20459.94273596578,32673.09936041935,11222.162442568484,36686.96345123311
Pex11g,3720.2659120123826,5433.739536724675,19963.133489442687,14890.031726289677,17682.00877774715,18945.410840144887
Pex12,1300.0977109948792,1898.8944610190035,6824.42336111984,7230.663326591956,5897.892912415924,5019.37519734652
Pex14,28990.69049451311,26812.68127173373,44729.177447353475,47245.15705277002,82368.64329025356,36895.07692462642
Pex16,17223.876776780984,3070.342839066284,55910.216516747576,13981.643079373698,7753.322009422468,9690.523411729442
Pex19,2353.481983150328,18278.514200195157,22888.850842357377,16903.23684479777,27262.759358036372,19845.23099298369
Pex26,3082.626976182579,4502.417965170862,10509.152269235825,13671.742368196112,17199.628141811663,17984.037347486345
Pex3,3970.7814248545105,11019.962593369715,7178.852128166184,3229.91738181255,139643.0741263774,2786.2727547932523
Pfas,4718.385000869319,8828.526685205381,7873.795892752922,4092.8722287340233,3729.6764176989814,2764.5512367622728
Pfdn1,29038.29917996741,7746.1928015306585,20075.66513882437,17049.46332170811,18133.300755328542,8561.524889229033
Pfdn2,20032.89829700088,23359.51016651834,21227.036311031727,22010.33770460448,12963.816709409468,15398.998760219505
Pfkfb4,3245.389845005625,8376.731392257861,12913.319642120172,5511.701626608976,8835.663527083649,9246.158832245013
Pfkl,19956.834880198323,2819.311229914314,2613.641293765191,3098.4725979043455,2496.4543923279684,3116.0602225940847
Pfkp,75321.64533891364,149668.23272539786,114091.1122418995,119468.16749701122,139324.81213386968,166784.00454000046
Pfn1,1583169.7499287557,2197709.869964392,1073530.6838027472,1466658.2994450005,1139233.6756030966,1709212.3445809018
Pgam1,98593.0531712105,280303.6234182535,386945.68617506867,252381.0146879194,264131.16981353785,206676.42518579544
Pgam5,31350.731320411287,27577.482045948684,28351.933204859743,150891.4583528104,9998.639578551707,16244.736368772505
Pgd,40468.43177354997,410342.8488257241,637262.04954322,363805.9948613667,552328.5129999882,718401.6411307026
Pgk1,380947.8153124072,297128.1728258526,466267.142527212,315041.6226057106,427237.71923460456,533611.9549671323
Pgls,111222.0995371072,59957.9381681263,51480.495420805804,47221.42095563856,32896.452008582135,47518.71151349998
Pgm1,26852.325645095287,32026.303184090582,27219.245054325573,25859.960497272026,22529.305771789604,21207.53512836698
Pgm2,65197.555872765624,20002.18367541956,96135.98383937424,104445.25778512657,48837.11798822956,112446.75245445964
Pgm2l1,168842.19380043098,30128.555718695225,32513.250799993202,33111.81231724056,126889.19721508666,33299.76238277496
Pgm3,2490.665980517722,7061.42283251004,9201.756955193934,9989.589661361842,6880.235640415307,19516.838005563026
Pgp,10521.127345562723,49225.23729393962,47823.940448602334,57035.56162859485,20697.364702940118,71738.00961513576
Pgrmc1,33801.683267492605,284709.32324995735,310273.41518056614,102779.19089772235,210197.29881081128,278534.5638107154
Pgrmc2,100587.77164293655,94407.25126175515,208588.76105743457,40893.34690932475,79506.5922952356,63747.10335423706
Pgs1,957.1690028515773,4324.284899021236,3972.44529730125,1536.4488205881087,5309.573032704381,4378.466017493061
Phactr4,1694.8196518014354,3964.5288528056,1496.457833254082,4414.818060876211,11043.24815780473,11421.503623185095
Phb,277688.38218150224,325706.21917134983,776698.5939100722,173651.09744270067,109991.61858392484,279342.8781439176
Phb2,603902.7309011617,170696.1866828385,184435.950814503,109475.86348869417,295626.04885949893,385598.56194405665
Phf5a,77470.78854081452,65100.1684003317,84064.01645211039,57195.90062977605,116401.61436214799,48512.527771649715
Phgdh,64708.82899673036,59314.42065661399,88220.4435701608,41844.429013535846,34471.196843518315,22536.99470135246
Phyh,24577.807515361445,20155.799242454097,8475.975040405903,21039.513461836108,47648.41402232785,50364.70638510278
Pi4ka,470.224362952464,672.7962642456652,2604.6363996034875,855.2624481830162,2167.898633354261,2667.3403500374225
Picalm,43110.75335944895,18710.152990753588,76540.92254278089,73575.91891684048,51076.77856051219,77696.26860469696
