,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Kpna3,20.037852774242403,286.5496081280268,5.1485874100644144,1462.5660511352103,69.37939018569104,22.985930828752398,83.37388184231982,332.2631718400724,0.005289662467748906,0.029601785375991913,0.001893024358384965,0.06592009764561955,0.013626092527502557,0.00503005350076304,0.01209517995822648,0.02831629874415772,1177.8374519099405,10670.938174426112,14418.847804373068,14584.09777963418,12072.30464443376,8930.260036405554,14013.31108411401,16889.405505828116,16797.743101588083,19218.811477822976,18724.038664822892,17585.880646047313,111.43757495485815,9042.146414398825,13392.925949303935,10914.30720081568,6518.813105212682,5307.037885844012,26623.24213585272,19496.78806384034,19933.384188655888,20211.895254210067,19969.31125076436,20953.513403403485,0.846,0.7519218047087527,1.0114532004417707,1.1527411753269896,1.1556281619458135,1.016662110582003,0.9115935469946709,10570.714437211092,14219.275038332631,16205.538538833187,16246.124555810653,14292.503266689191,12815.421773567921
Kpna4,21.53315104484122,244.20768028227448,10.016666586940028,1306.7057024515027,49.17385145566079,28.648422747415836,84.40834707298225,356.1474273391904,0.0065664442704164265,0.03908894872553669,0.0025849998982701086,0.0891832657000565,0.02078398810902761,0.006306923796303046,0.016179267655772486,0.037838878247146476,61.19563363958189,19169.302388863427,32888.402479272554,43677.460537435385,39414.976820424774,31894.30321111805,6249.1110405385225,31096.168181742018,43367.79082121266,47399.588662253096,49153.02550400375,49947.03328823459,13.562450983034767,17619.934837732013,32472.967890214702,41233.977201091686,28913.267512287704,21530.838358280937,13690.812978595468,44709.54298382748,51338.84846910218,47952.81310796063,49535.60844530979,51239.41631911203,0.831,0.19459221204564867,0.8752170779863456,1.2569462503677102,1.370732147553539,1.2258877324121864,1.0766245796345701,6438.890258834818,28960.18632282242,41591.27892267864,45356.35717160025,40563.579064522164,35624.5886993923
Kpnb1,96.49486794166522,417.5728463669366,33.47366227028722,805.9802128597103,240.32256772321463,82.59813209271519,186.65126235232682,368.9117218117243,0.002900056933718857,0.012644347281051734,0.0013373765997507986,0.02308349520478486,0.008188419684051268,0.002661067987819622,0.005757479397922192,0.011731247471860584,368181.4656633164,462586.66713283653,492558.070101248,497242.8058062677,471282.7899006729,441484.7676707936,489517.86599039607,521567.2519861846,523711.5990490113,536132.3814766431,529904.7086487735,531007.4905058384,305733.77216700115,440242.9765649645,491173.79738566343,479457.893830541,442624.2131494246,383629.90863393643,540148.7549982319,564853.7011522095,562564.3907242018,553622.4166799755,558060.1107394879,559643.9091011545,0.6305,0.8483385604793394,1.0261876977924556,1.070862068009087,1.068131725305624,1.0286292088354299,0.9578507395780648,414974.40498877375,501971.3226964588,523824.29633521434,522488.71831062844,503165.61544646573,468543.52641930233
Kras,81.6133972500832,535.6417541949266,40.91568499989498,1847.5113251181037,159.47630292630524,95.52822395470726,225.7201690268204,668.9656063670749,0.007035921969462558,0.040214022164533736,0.0024639396656945824,0.07982108627178085,0.018558033272962446,0.006189607058771169,0.01565236344615995,0.03597781471953459,14417.90897188526,224449.25279640727,349710.74977099005,455380.3884392048,436641.2591959014,377126.30334094854,105330.0579902523,337763.6282187429,441632.26463004353,493770.3299690296,523660.0570289932,542979.2854413239,2018.4528836779632,198996.9308732577,343454.2229523353,432672.49096136994,366191.65061417344,294249.196023983,163409.22534262502,446378.33721556,505805.5031122176,501659.4068094672,541503.2314402589,586386.8027049415,0.8705,0.2520259152200945,0.8301592640540699,1.1550687671040114,1.2986766308597313,1.2758246352677194,1.1882447874943733,91282.4978492612,300679.4407209354,418360.00141827465,470374.0353836726,462097.1594256686,430376.18637007044
Krt18,791.981606933344,1311.76388355365,529.3409135244236,1545.159558018003,1048.4088327231548,729.8068733218971,978.7092880854923,1226.4008479122824,0.025721315915014774,0.032283298085746585,0.02265086556170158,0.03570493324688745,0.029443910806249904,0.025590104428762785,0.02881997460355508,0.032133824132575865,8279739.257029901,5504462.66729976,3171297.2485080664,1934930.706735369,1385548.3767546993,1723951.8064320718,9219706.366196252,5618888.549703253,3516738.4609125443,2309934.313591068,1670149.0919506138,2179335.7360805664,7857165.810288862,5448901.941397375,2998791.239161176,1765868.0260073594,1227009.037696101,1516788.2190886515,9751835.24752742,5671516.600500978,3683791.6016031783,2498930.8554787925,1795286.0357069504,2428653.2219227324,0.001,2.261603312254372,1.4337030824177577,0.8536970102346694,0.5383689699870899,0.38820990858549337,0.5244177165206185,8777882.512642028,5564582.058792251,3313424.6030812515,2089552.8147631462,1506745.6566510762,2035404.2984564977
Krt19,594.9529700238737,896.9808433895762,467.24399389083226,1064.035988968331,745.8511943811471,575.1773957202565,714.5196885530705,870.5010235147153,0.004679520491691308,0.0065918747518561764,0.00384770430125738,0.007590967752401442,0.005779183444304457,0.004601797205842903,0.0055531285739177025,0.006521528124269323,16821946.958571896,25552577.1716884,24811249.93646124,23290330.50442341,21265770.78393232,19481406.940861426,18750522.111539174,26936676.10740502,25684234.00199629,23720152.04976217,22005443.774316985,20647673.415162545,15860870.02722736,24865243.859969195,24523462.81709775,23103193.136543024,20981195.899935447,18981234.27770077,19613465.00396464,27601520.97347705,26242979.23237643,23946981.80859609,22392417.6813362,21248521.15414125,0.674,0.786503884786683,1.1773850068691276,1.1315266123450611,1.0497223347551763,0.9627084024841259,0.8921537587598257,17641336.762670983,26408827.479766894,25380220.50548106,23545344.87739489,21593616.332971767,20011070.77383796
Krt20,256.54881553101677,489.74785790698047,210.93956835418632,716.430918595887,394.4372594256623,269.8330253684156,362.5503917124791,530.3749372549569,0.003861795002907839,0.01700228820328487,0.001728553981245724,0.030081173597630826,0.009461291281858198,0.003483749700947228,0.007758970310321566,0.015558807011647566,11496331.203347417,15437170.37058412,19801357.88014992,24269711.30432767,29014470.909948416,37356242.11030964,12931188.875790507,16235819.260035206,20109604.36149429,24495582.030527275,29835327.070873953,39018624.95247694,10662696.838281156,15062666.273213608,19564528.719395246,24159244.70810603,28601869.08257247,36717329.65802004,13533254.062534712,16636257.043239076,20176077.371301707,24650693.923936173,30255709.43994107,39979652.63959368,0.0,0.5204261310774521,0.6787180383622047,0.8529270345895074,1.0453287297862996,1.2613342881762593,1.6412657780082769,12146108.916285552,15840448.28865086,19906273.034984916,24396693.108050812,29437998.45775676,38305134.40781447
Krt8,375.8752522708845,775.2340517372313,275.5490320038347,1140.1610112850574,624.86460745191,386.78947534891586,546.6191169643132,803.3291941992561,0.0025238567391253682,0.009206236092126431,0.001128513047772,0.013842349653603704,0.00592566566593234,0.0022354346093421684,0.004529768428059094,0.008409591976007767,55460882.02829291,67844253.24067536,72052062.64364223,76357427.83455941,82206658.74333653,96358224.87440756,62460488.9926153,71701161.93069802,73459753.74543284,78215785.34825677,86055304.3494658,104848975.80185688,52011907.02056095,65702220.37990283,71430121.88563322,74566390.51903625,80424966.45712619,92469742.49969958,66544563.64037827,73161177.65917063,74374731.41229385,78621387.44855249,87819773.10144484,110274560.17534038,0.1715,0.7636189269125606,0.898673260326324,0.9422337704810466,0.9917540185379077,1.0881868129888501,1.3155332107533115,59017671.907200195,69455590.68860804,72822243.61694235,76649505.68389954,84102488.87148346,101673367.01458533
Krtcap2,21.760625169492712,195.1480221797648,8.080248695656321,1018.9366595717056,68.23162596319467,26.532934257245042,74.18093870428626,249.72355420998625,0.00894103227058578,0.02438454159298096,0.0037644958771580707,0.03152122247562828,0.015374817633177237,0.007377813474066026,0.013609071189647496,0.021197085448707124,24860.503350916533,166485.07334937828,180718.08754519332,176278.17542067333,146026.6153163005,110770.60586983447,114331.21801982625,213274.26439858731,217231.49247183828,204411.58634766113,181608.0332873632,159554.7051383919,479.53148116441423,147386.66547407786,170847.65955119635,164678.25737857426,124030.40696321377,85201.72615219548,152457.46581081487,243660.4876922017,235205.11958253468,213493.51094155907,195297.96327735268,182960.90313069872,0.511,0.5253790755093841,1.231437950625042,1.2795859505838678,1.1777865421070512,0.9865929556520167,0.7992175255226384,84031.37811976553,196961.45675324625,204662.453954796,188380.22083047536,157799.9002459527,127830.27192702997
Ktn1,5.387656611743389,21.925135140048926,2.211715613563885,38.04543292813012,13.811492496316268,4.703528468020553,10.4804765806746,19.8260822735211,0.0024384073912166143,0.006424087057746645,0.0013126839766057308,0.009183427375679348,0.0046075516651336605,0.002205241527036759,0.003782231646957542,0.005943367489885567,17257.543053041398,19392.251288440657,19475.1036869435,18746.58957011981,17764.301104362432,16381.893101256685,20605.779610317262,20773.24718703742,20421.747808473214,19733.78887262816,19230.51984298233,18480.603803381076,15113.123940307469,18635.232113584352,19260.180316735023,18467.408809113025,16937.593848333618,15172.63372401739,21734.408599198134,21459.30151513691,21266.314219871598,20408.432503310483,19877.197221684342,19492.538044873818,0.4775,0.969148043372777,1.062159637036867,1.0688568427851233,1.02401123131822,0.9670647563651041,0.9087594891219094,18429.550961613673,20198.281670172622,20325.637336298056,19472.84246395045,18389.93467766395,17281.187772238227
L2hgdh,32.56760313759837,49.72477977142118,27.421191007797695,62.94017675332618,42.56368378986728,33.15401507050571,40.77310519005951,50.71409235850219,0.003526603678658663,0.011216196784670514,0.0016929863198613707,0.01679868317621944,0.007246534063504279,0.0031516585763165356,0.006038012391539515,0.010239760101320682,31790.29019785508,46706.862872061356,64588.0650541561,82797.65558260937,95853.53086134775,96811.06089182453,36727.37847094471,50267.21744076983,67755.69281866506,85979.91908372896,99080.03624706127,105415.51499517266,29682.650836299923,45023.55844273831,63961.76003687312,81809.02998747557,94117.62654221982,91787.29952778904,39709.8549338502,52123.280205638475,70151.1605989747,87951.64624532119,100595.95633266245,108827.687179341,0.003,0.47885772566660756,0.6766526570059228,0.9294061174338158,1.1794104062456037,1.3517433477172833,1.3839297459307676,34505.661114877345,48758.42243669553,66971.40049608996,84986.27799440455,97404.29227844649,99723.58857405689
Lace1,22.0565395225825,478.08673313361476,5.394759259548436,2324.636088001606,98.6992871199193,22.060112111870588,101.96338959967122,478.05604312991943,0.0028226203804331234,0.010770178810160505,0.0013257516336699351,0.01791019717625183,0.00587168342262851,0.002564716928189241,0.005288840051978777,0.009930751132342232,0.0,6892.5602475389205,9267.443008953627,12113.602714123006,14269.261085640124,13715.407927764549,0.0,8167.356129793197,10078.170799608388,12416.614594946655,14790.481503887186,15583.704059688855,0.0,6710.479692889864,9141.708742343073,12056.22970528605,13725.871234501892,12089.858092505609,0.0,9489.234986480624,10755.539896020382,12577.444051172568,14863.135683779408,15879.382925369993,0.3725,0.0,0.792883599820057,1.0059602549901536,1.259827460546584,1.4782031717747888,1.4631255128684173,0.0,7746.828632587364,9828.683186751765,12309.07972582235,14442.708435999,14295.392941322641
Lactb2,21.274895935887454,473.138998099551,5.308646037758594,2739.971232756379,95.51991999372483,22.1288206146194,106.01248895446692,496.56511894063806,0.005979827428744673,0.031198339077894332,0.0022922342632783984,0.06354036224667661,0.014360082294922832,0.005231590214219615,0.012967167604167199,0.02795895727634051,0.0,3461.821661642759,5790.402618669331,7312.194807740273,7353.552900922484,7913.0185827572905,0.0,5094.934331085468,7117.19203017548,7420.768489131266,8461.859945350367,9901.939468897011,0.0,3347.273444540425,5690.26736648959,6932.518700580142,6209.328158495888,7056.9476147454625,0.0,6921.529101747104,7970.329761366931,7420.768489131266,8536.143642536961,10264.571238712771,0.8245,0.0,0.7908125959192401,1.1510674195537531,1.268433651679732,1.311611639962727,1.4780746928845474,0.0,4626.388931312792,6733.941260543723,7420.5537905153205,7673.15240629306,8646.989734484394
Lactb,36.58326015247463,105.4727550563256,22.55408203406546,225.38871599486228,58.27494926350972,39.980889214481955,65.42995918834028,116.88509672026751,0.004243585365947111,0.017266769901678577,0.0017478970994136065,0.03026727401645104,0.00959623394193148,0.0037635514688972855,0.008050781661408227,0.015586402527527165,6158.835074491042,22074.48115669505,33483.69549411413,43513.295758012624,44335.154087754716,39738.355285008285,13547.867385954887,27490.35002317835,38087.99958371653,47262.147060277675,49325.47885842577,49758.12336369935,2490.092296475584,19032.461426248883,32965.47903331596,41859.129523737356,41385.20589467595,33580.993500765246,16852.586747794256,30356.130074165114,42819.93344342741,48959.694857997434,51383.70968271486,53789.28150895622,0.262,0.3163670096023812,0.727739241231565,1.071934016910745,1.3064872218702248,1.3270547881523649,1.2504177222327193,10996.7487808325,25295.828486779574,37259.85559749526,45412.80009673454,46127.717747984214,43463.85414767505
Lad1,284.1217634964618,616.9995382027578,195.94309439908872,955.7174611201413,426.12531498828844,291.93760233211805,425.34472041501994,638.8302711792937,0.0065827905979786985,0.010457115507066099,0.004657636261739694,0.012088043102040404,0.008299021909253905,0.006190588782268426,0.008104564997859779,0.009977859013175076,411572.4408876049,1346469.5495461985,1725849.1214806556,1905781.4028548528,1861562.5057658784,1664329.3647983181,669961.9084953011,1422042.2334103882,1835610.433878795,2018714.2565461225,1944595.4359691688,1782388.051049899,305555.19902718486,1305150.0851271471,1676654.999831619,1854377.2358837025,1817821.2199975844,1610965.018800844,802390.6339921894,1450053.4892897166,1885172.7549518184,2073050.2444227447,1983145.6073962331,1838976.6321313241,0.8355,0.35818087884590954,0.8940089644915441,1.1520555518092366,1.2657532185374816,1.225969345079541,1.1040320412362872,554692.6939475394,1384496.6892841938,1784117.5655979111,1960194.1480672155,1898583.3105061555,1709746.5088894728
Lama3,22.3887028527526,472.375936315236,4.4800737299888205,2002.6712682724503,96.08823395338712,22.34784997787502,101.28104913976256,472.0306723454014,0.12448878172975544,0.3766506569473787,0.07385673683624344,0.7201984987537139,0.21319071736091966,0.12753604796829737,0.21971344632964743,0.38969911474788294,0.0,342.6257152235412,622.1950813443823,787.6287222751961,1737.9494679715613,9455.474258378446,0.0,350.5739134226303,673.5200801852859,915.4444790286584,1834.2531796713376,9746.349026795884,0.0,334.2387829573887,613.3243941913582,765.7381903888389,1722.3384416333508,9207.414000909399,0.0,350.5739134226303,712.5622966744662,1025.9188299222985,1936.679374461976,9796.983311695836,0.002,0.0,0.15750890353442765,0.2966898760782442,0.3930274076757619,0.8143370790234914,4.338436733688075,0.0,347.28061342388617,654.1512247819599,866.5592621575502,1795.4761539894773,9565.522560104657
Lamp1,55.68589887895683,137.2076632689928,38.21777502563576,257.62628366418943,84.52797710019787,59.666808967590995,91.35420471109265,148.70694282578194,0.021088217834579523,0.0293257991752474,0.01734178518170964,0.03362004339481793,0.02436844929259003,0.020707819494696744,0.02470262960542644,0.0288423340650724,169211.59536987194,656983.2056669532,905262.453766551,952335.9290709988,836148.8274651774,674323.2342275546,316408.64278062864,706284.5228454076,984021.5557220049,1012184.2541187364,881886.103813223,739456.3277115909,90542.98345412113,631360.798569018,863708.6318648031,919249.8628176613,811774.0710503284,644382.1057086869,383111.86461815506,732525.4273236225,1014888.8970722066,1037284.6019230764,899208.1846572923,773233.2661577769,0.1255,0.3469291454086902,0.9277833706757245,1.2735996995814007,1.324781059066107,1.164337102865883,0.9625696224021941,254929.6255125913,681751.5056699746,935863.4140834638,973472.3753925263,855575.340187547,707313.054023512
