,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Ranbp2,381.1185141450737,24.932813603806164,70.7391151978809,4.566092969776617,109.00007445445739,63.34020696350377,20.449705982892127,40.487322228254754,62.13909291232158,0.0029632355374883063,0.011516177015361824,0.000925503710599302,0.0218722493172845,0.0071356948180878715,0.0027071153896214358,0.005730454329419366,0.010727839791068148,734.1159894237552,19227.410818206397,27086.888517404066,30948.372149521514,30789.71120797576,28225.023749584336,25579.22904688333,33268.29813002439,34928.53459517654,35321.15005745982,34535.54361138119,33857.767154996414,5.613368969954536,14510.309791712332,22806.129082234667,29106.595618500487,28507.171149113467,23870.286548535463,48164.014382475114,45851.80997042794,41622.64718034578,38085.6746116386,37570.650647591654,38012.77474034417,0.2525,0.015824730807351247,0.7657673205380755,1.1525360762885715,1.343353827096403,1.3907272297763105,1.3317908154932878,381.1185141450737,18442.531941759797,27757.365495888393,32352.968324506637,33493.89647419594,32074.487896948638
Ranbp3,65900.03380912858,30.704007280993174,209.88187745084824,7.6157334084969905,366.9683496744852,108.6837235103049,22.749331107118056,70.23619927492277,167.44271414615804,0.004122421740068856,0.017019350976379417,0.0017314518729882426,0.03225245514446457,0.010342232158024734,0.004026854364163044,0.008370732752299766,0.01669055821366172,54218.94743615669,64973.313968942224,61250.32924526037,56101.996798950495,53053.051064749285,47458.8799873046,89274.93304010248,85721.25346629704,79798.32779998369,77394.25494409716,78254.4135519453,76111.44996741258,32211.90660345581,54544.412321551295,52200.37507546749,46418.311023305214,38496.27194999496,31836.829901653437,105984.55764523355,95691.79026815249,89452.33276077268,90666.5227826167,91339.19753544645,90599.70221941998,0.6559999999999999,0.9510517954887088,1.091634444094059,1.0433926008209962,1.013087142446848,0.9810094453368676,0.9198245718125208,65900.03380912858,75641.2501550888,72298.48889036095,70198.5709459011,67975.85149561035,63736.24514295131
Rangap1,224512.4570075292,267.33989016645205,407.9381720676434,204.7743937193007,477.3516495742666,342.2893301172018,255.8414680937715,323.5069734679467,393.71874464482187,0.009438051932902418,0.013879416578008417,0.007356506617826964,0.016016876555402036,0.011894084461165032,0.009152886051707332,0.011299197529070234,0.013531327496091705,218042.80159997035,267826.600872327,255365.59249947307,236361.8111309944,209727.03209851054,176847.08037113704,231098.6096856749,287931.22335005185,272066.1126962561,251879.62745113726,226759.6861908423,198230.6377831684,211669.61485324817,257218.08898742785,246572.89931133797,228621.21867253442,202609.28101090636,165454.605089835,237341.9798835881,297847.1364738604,280132.5113214358,258607.68863717862,235741.3670824009,207943.56948694636,0.24,0.9497264332990434,1.1839674425296625,1.1214687718656375,1.0347748823865133,0.9225638353038271,0.7874986346153162,224512.4570075292,279886.3232814296,265111.82652267045,244617.65319858363,218091.300976913,186162.2959502155
Rap1a,111747.4476209553,40.26537211160218,92.09625423735166,30.619994910646714,136.50409933024756,77.11999906053549,42.02774358933337,62.7481015112892,97.0027662847743,0.006518143646531131,0.022804316493408926,0.00263262568335777,0.03347381883862196,0.01506880059392749,0.00533633615368755,0.011243372490722707,0.019878095808380198,108476.9947893022,171118.25858438393,206686.70582358536,232985.08167170032,234650.85544062871,210181.2625205865,116123.87824559213,215784.05612698785,253267.6772548199,266831.17628896073,254807.3309214939,247496.85443744736,103627.26008478481,163257.26163042153,197591.84171705702,222474.89753321846,225054.9949146354,190987.27129090574,119068.60214706285,254817.74281644358,287994.0513666828,287578.8973247457,264318.2665055171,261848.14741904376,0.0465,0.5203330086617811,0.9743818230316172,1.1421549904221096,1.2045900572863486,1.1387593494024895,1.0197807711956537,111747.4476209553,209259.60859579474,245290.8096210544,258699.45225563584,244561.55698733148,219009.5504552487
Rap1b,117846.74596720045,72.31200559317797,124.08957844591217,55.665109787344136,154.41873993299018,101.55653335915294,71.95308941607476,94.40511924021472,123.77753292648306,0.005486824093676589,0.014636304225483445,0.00251526558130728,0.01902421325465943,0.00945226621422858,0.004677139100173434,0.008361448929841472,0.012922149220883639,108690.5993007138,186824.3924139468,223940.17098210385,242228.1012337823,244851.4714311684,239627.23589283013,125306.62971657288,216078.51083367245,255159.61668072676,268821.1717669312,272647.43438955693,276222.3202349335,102711.3834559924,172612.5617993453,209958.16392134552,229185.50660147355,231605.397924526,223700.25986594718,134011.1608218762,232904.49623516394,273159.06629754626,284178.2440942382,285323.0306793867,292727.8837067561,0.4435,0.5268746700647791,0.924086536404811,1.0860911031549567,1.1584355403105733,1.1578755256518634,1.1466366244130155,117846.74596720045,206691.64318341322,242927.41633413895,259108.7911316213,258983.53192108686,256469.71219412578
Rap2c,35705.64964747855,65.93742622203301,109.00501596255607,53.525716341379535,141.64222388933194,90.90358817962198,67.17393208648816,84.77225576636309,111.23733419842792,0.005162767038082072,0.018671091605099433,0.002260364098070476,0.030390371948998046,0.010949213515610743,0.004377791092383275,0.009109241035044343,0.016402282031714326,19279.329291138827,100595.86541971832,159722.17868981767,197956.63806180315,208902.79211762644,222046.1642796388,52552.61459468986,129646.29479674705,193503.73283784545,232607.44100037852,251226.0367815061,278663.53728563304,3399.913656006178,90482.9119975625,145784.8726545167,179003.4186553012,189511.3607871369,192906.3116513655,64841.36578780822,147900.5704921404,212372.43925755122,248289.2476260716,275035.12067706045,305499.3045763585,0.6585,0.20829412827426236,0.6899684407325858,1.0505229489899703,1.259137508386111,1.3518398002508474,1.4402371733662225,35705.64964747855,118273.96008099029,180079.98916744645,215840.5669181256,231731.5360119941,246884.5586169286
Rars2,20709.274384599437,136.3862807142654,235.07548405010348,105.61751035207135,297.5629199631419,192.85665755206708,134.73371104417927,178.57909240255523,232.6793809341173,0.006429359715574645,0.01595606449107581,0.003078633423685277,0.020751094237036305,0.01069552265408506,0.005412783307659665,0.009482383020371847,0.013994516654041573,14715.633468131071,55274.51177095074,69738.05268780829,74561.88235370416,69874.0602853134,58668.852609587186,26430.482095918607,73133.01752252977,86295.93646390537,86297.23884833799,77679.55506935112,70575.00891506522,9597.150575841413,50452.181926568046,63703.39641570508,69568.28676882102,66204.00495410505,51595.02708128625,32124.779363497037,84716.8334421297,95528.28521374064,92271.99703396679,81608.22778177819,75153.94700853237,0.652,0.3185556068725942,1.0593271473853185,1.2470926445733812,1.2688903123074027,1.1393665998987867,0.9667676889625161,20709.274384599437,68866.7726606099,81073.3925327364,82490.45715916039,74070.13103175127,62849.48971215948
Rars,423111.7623496273,170.16232995061944,318.6139236269948,128.7773753240165,444.38891249645604,272.96181969293167,175.5102628674625,238.80088562469473,329.29356287813346,0.0017868199582386508,0.005705843394839977,0.0008715680772793541,0.008288560516558565,0.003756687945250713,0.0015789443114421233,0.003015761331217921,0.005171863441531628,400915.57448577456,496719.0413898923,533625.8247023853,552502.6733705867,554554.9277828046,534033.613367695,454161.09655396006,542497.3516170526,577213.8972236336,592217.3918672022,592788.364975329,580005.2890099967,373372.3225112964,478435.51262495294,508024.0495301532,533853.5411999121,534704.1597777929,514095.5290946683,479284.576573284,573283.4137076974,598092.3718971915,611793.9796785642,610855.1942299114,608635.2773050725,0.6755,0.7877749255371731,0.9840769468475226,1.0458572034490763,1.0717620249727613,1.0694813174173037,1.0410475817761633,423111.7623496273,528545.0422078052,561727.0494051924,575640.4583408284,574415.4965377655,559143.8147320736
Raver1,6895.354389284165,19.343931370826468,41.61533510760215,11.160642782484048,61.42212201108089,30.843426013050916,18.73336733443144,28.006063410241115,40.35621984360152,0.0036319631619948856,0.016507900167178617,0.0015996236596945435,0.03242891449124372,0.008206099271881243,0.0033912759033739473,0.007589856325699761,0.015541354519662735,3533.610744967013,17057.265436564656,21002.950603183246,23018.61838323728,21171.097953444383,17942.867587548364,10781.49877901508,26943.490220715797,34095.73536031851,37479.963448560964,36634.27551309159,34394.25979028953,414.18946484838165,11915.544164240478,15930.006758401238,15905.431808447722,13252.231639169317,10754.426177915795,13857.05017103209,32431.214946295448,40754.71448288768,43721.32861077727,43447.353938672095,43625.072890549614,0.528,0.27062111394582783,0.902531371348684,1.1745745494280069,1.2656879096457347,1.2252141389817024,1.1613709166500439,6895.354389284165,22996.26057315529,29927.84878034733,32249.39309423816,31218.13212524007,29591.423710246374
Rbbp4,356027.2667811229,28.530789677386686,352.70443645894045,6.500148042757288,723.3444011911477,125.6456914944971,20.887511699285906,82.68263480278564,269.59963429643926,0.005308662027008564,0.012848796206169827,0.0030302931642549567,0.02093075491606651,0.008433537922982032,0.005062835564964145,0.00799883009055124,0.012333910862758521,289139.68390261143,306140.3397815891,279899.7063119477,255560.94974977765,221344.04582637968,187243.00769363838,410073.36137243325,374300.566570625,325819.8244234476,295577.612551848,266599.2400344189,242087.64998743308,224059.531848919,268051.7261578269,260040.13331778682,234454.6511059762,197096.889110072,162459.81446081836,478622.970427309,402132.71934125025,345381.6134635387,313119.7432078726,286617.0720426628,267878.0563802301,0.5835,1.2293464869724657,1.172602489430838,1.0577795951289433,0.952302987148628,0.8460625101854978,0.7419059311336273,356027.2667811229,339593.8116364034,306340.3052772015,275793.5482428548,245025.569454501,214861.1019507679
Rbbp7,94591.01126841275,46.44250630877708,257.00879129976283,11.356221356578427,487.79501964144885,149.01109055515616,35.092708255962506,98.96991508100692,210.01179749181614,0.004883677983047998,0.019368905836820792,0.0020887391222511736,0.03426918183401185,0.011844964039005182,0.004452656486656815,0.009303831664250114,0.018033500789067323,73274.65429919418,111804.98884444252,110478.1597164338,99962.12399032303,81256.66929162269,65011.54779113556,146234.71655188175,170278.09833897988,157982.63579854008,145465.35969230425,127435.02159774625,115321.52784021074,30935.547510629247,88004.33098235172,87278.48606882039,81143.70412247798,61103.42118322368,43762.42667532736,179299.78688384168,213095.113481815,181686.1763319836,164573.83738890776,149152.4354996761,140356.44595214966,0.713,0.7809259639609163,1.24571701053095,1.1719362274127647,1.0789318191667188,0.943662693067577,0.7788262858610739,94591.01126841275,150889.63258786447,141952.80731965776,130687.48713002953,114302.77971652032,94336.68411837812
Rbm10,21197.166194760932,21.57184828106275,117.41804876829666,6.522016187471824,209.33495738838565,68.97392451645604,17.624405389941312,47.791287442242606,102.39213043277654,0.007124452999648458,0.0259270046768734,0.0032845250395912872,0.046316651325599596,0.015811690027448016,0.006635697072760275,0.01309766259211774,0.02448330842642219,12852.176848587285,22321.68664211924,23321.7669381225,21097.624682137237,17331.76238463703,11844.596588445656,36142.16263442402,37215.68513348189,33902.8470924525,30065.8704401773,26458.987220759678,22308.25037760735,775.7421913256586,17850.75706928327,19197.352748609443,17237.556426090243,12452.353134639285,7092.9475041858595,43947.61249924744,46304.00818150698,40192.917944696914,35467.692897615714,31098.680568358755,27404.539594253507,0.841,0.8302507845039159,1.2535993518616626,1.2180600404749502,1.0867593574985264,0.9055821507203315,0.7057483149406147,21197.166194760932,32005.69550673026,31098.33991734454,27746.09689573768,23120.454337538027,18018.4886334162
Rbm15,4853.614900963609,11.313885325820374,43.34320996289166,4.472025895191588,91.5478988257467,28.365247928458928,10.870839096877111,22.270091658362897,41.95506557699189,0.006449181736868386,0.03683195142172606,0.0023970903125565455,0.08468701728825102,0.016004484746435958,0.006062218310642936,0.014808571651486833,0.03499811125619444,2261.225841342901,8308.251729589636,9141.230766111861,8487.695234969386,6963.184915232137,4862.09387308914,10419.421293056144,15051.398084560056,16521.04677049995,16659.633214215348,15801.582095920689,14006.02428196094,5.02773821743358,5965.362623229058,5955.815214085194,5262.802066082719,3561.0160282238226,2542.059620993376,14573.078278040852,19723.75720089635,20459.22542287815,20362.82289395597,19530.803148268507,18983.30147713182,0.8755,0.4139490474348272,1.032670982772279,1.2270737536261909,1.2204872661309472,1.1274130566658411,0.9784058933699146,4853.614900963609,12108.222741025622,14387.624496512728,14310.396939039101,13219.087820792198,11471.956398204997
Rbm17,85273.99510984683,16.454522418659856,76.25550458095937,5.247785051483918,121.37998785120266,49.615459357426936,12.64909067135288,31.537301516905607,62.94831869133569,0.004220340967506516,0.012989829388635812,0.002104366917903675,0.020892160776163533,0.009347119857509764,0.0038189331729340226,0.006985023293260717,0.011862706046418344,75842.75394425388,85093.58398613831,85012.22366020789,79592.87320228311,70269.7506302086,57090.062301610684,105957.79226644358,104544.29573873637,102106.8452058461,97612.90156845807,90907.92632772637,81437.69455572707,57923.067786683314,78570.77645301969,77630.38097506341,70431.79924020366,60551.37537337188,46577.021077094716,117645.16708704474,116240.39246495331,111810.81767969493,106759.58895359255,100734.16086559018,94991.0933036142,0.745,0.9880004781417157,1.1265491964632828,1.1130256973844357,1.042823326603315,0.9304500280039467,0.7991512734033038,85273.99510984683,97232.08925049988,96064.88050938,90005.73706245722,80306.83475700166,68974.48259174469
Rbm22,8.786329238985324,2.4456196323712907,11.047194912787411,0.9916547300672385,27.829784961070118,5.550258041568948,2.4725758036246246,5.2743046455369,11.195921531546208,0.008679090598898785,0.09770036594438591,0.0030087175312023444,0.28433294700985257,0.017005881246642627,0.00849998644561679,0.028400683092215665,0.09587549971185773,1.2643608805261977,427.3336413940126,255.67652903985825,189.302238273964,190.89309743427438,52.479908695018636,555.0655667117536,1284.2128014091204,1242.5061453584199,1201.4254510441567,1260.163717983771,1153.4539296295975,0.6088321007507602,147.4219540926431,88.15970212799189,28.19848168107258,12.442960684244216,48.568783514537614,1105.5023641520545,1828.7624992234535,2004.5342347832507,2087.1258326422353,2278.681438142888,2486.233346982927,0.337,0.009056450321241265,0.9193879394247872,1.1684755753663256,1.233815238810825,1.3218188517117115,1.3474459443651083,8.786329238985324,891.9659300942658,1133.6241848311954,1197.0150029800418,1282.3937871327967,1307.2565165139329
Rbm25,100344.4619821836,30.324375206088874,72.68051589902872,16.720611904199572,100.1901055873702,55.06676281564241,27.830557022978297,46.158211782282144,68.2974444579614,0.005896155292398985,0.017151364316090514,0.0026042438943562536,0.02356040545232269,0.011643359269039012,0.004977187744630793,0.00953678247761047,0.01524459932270486,83247.1310000183,148510.07851728954,160591.39729563243,159105.2866243363,151275.22289648748,138876.7828750453,135176.861419662,177011.96429978317,183853.92220153622,179979.51934971966,175679.0541965545,169781.78580246313,58789.620847864375,135075.3889315758,150756.09999065098,149995.46296791072,137450.58511423154,123151.33318459266,159736.32268835962,190794.08304765783,194878.38207947375,189923.78918760965,185359.52940287592,183990.33918853704,0.7625,0.6479262711490784,1.0608993414514158,1.1347098504589506,1.1180107674561757,1.0549477790007717,0.9835059904836075,100344.4619821836,164301.67810050317,175732.72534274112,173146.53525580803,163379.95851811286,152315.75545827064
Rbm26,2711.635085388117,6.09401784217049,32.14374069302988,2.3059478123139643,87.97954857647215,16.37514112164102,6.100597265667847,14.015514366936909,32.22365071997806,0.009112976421182908,0.057576093416893556,0.0037734203087381206,0.15649651224050454,0.018208721982152315,0.009004593987668149,0.02261859566926476,0.05709101118123775,565.1371751993615,4591.735069501443,4011.0245127152534,3512.404431482147,2555.868764193197,1305.983850126558,7671.946355136251,8815.921008630507,7273.806340331924,6946.942042138429,6206.6865504412435,5070.181780591297,13.790623262570081,2907.570921687294,2505.2273126227146,2009.9566349194765,1495.7980144937662,470.3581619457137,13829.261615530695,11228.411994929631,8972.339764106307,8520.896981605445,8246.127259957686,7085.230091223482,0.6809999999999999,0.5177292486636482,1.1566045837858177,1.1633539002585562,1.1732609509797889,1.0992617942879181,0.8897895220242705,2711.635085388117,6057.779384513562,6093.129296455191,6145.018013188417,5757.443407170415,4660.320993568672
Rbm27,7.788218952290207,4.935540373165648,23.288989845197797,2.293475871544835,63.46161328009379,11.836108581173516,5.306754977924692,10.746890056931278,25.545455927247914,0.0086707991235978,0.07431304713835753,0.002900028728154568,0.1849980986217315,0.020811767896190988,0.008397053517545557,0.025605970048842464,0.07213712887084972,1.515649296663696,3048.555719874129,2722.9973421600394,2835.6129985432726,1624.390178855981,918.9343204220253,1832.1769613069266,7694.683245624423,7305.411091462731,7659.832956098299,6460.692659235112,5334.423272686683,0.9869963200108032,1500.323084665178,1105.9597076737994,885.2307489047802,654.6447450753105,136.08520799889408,3686.3893770991017,11639.54107539244,10113.244662145971,10151.093452177543,9814.970676953515,8779.772135885736,0.735,0.001612763608477655,1.136924364896806,1.2910844859309092,1.3414229513534723,1.2257581714898387,1.0031972627204964,7.788218952290207,5490.337107970832,6234.793871512561,6477.884048133845,5919.325666786968,4844.553717193874
Rbm39,100154.51389138172,3.9082456160998826,13.36261223319876,1.7728116782400318,22.925369256960174,8.989707886129814,3.5848656318409664,6.995698454630878,12.436887500381255,0.005098242713440834,0.0162193430274826,0.0025150485589850095,0.02837538074961627,0.010853980511392287,0.004752165677988539,0.008766351846673123,0.015233896737500514,82948.99252548051,103095.85334278113,107794.39059353435,102544.07095181568,93996.38247856131,82690.15639852003,125877.8561021152,130259.80392319045,126089.7136715,119022.07394273765,113031.12591257696,106284.6543380059,57192.85338954912,93343.71784565512,97267.34719382475,93559.08666308726,83189.73659358027,69773.89324985952,142840.20662811788,147588.14368433165,134137.07312115384,125284.39549248047,121898.66672570285,118005.94591521852,0.2535,0.9311403679214164,1.1074349374618853,1.092672858130084,1.037618621319262,0.9576265253383397,0.8735066898290117,100154.51389138172,119116.95771006297,117529.1317168639,111607.43557371674,103003.3950185787,93955.37011888842
Rbm3,37311.97323600742,8.62368880091138,36.4084608100777,3.0782380023789875,62.49767147232694,27.315273426882396,7.427916111628685,17.677039236808035,33.178503672373964,0.00698957629759469,0.025110639355921883,0.002684169887910989,0.04392979254997163,0.013312663625638665,0.0061680422607699355,0.012421182344181481,0.022609708449533385,13750.467001785624,66260.37399121215,62614.98149675923,49246.9100129649,37823.18382494677,24111.242649787113,95065.19413718117,111287.05301560287,96745.77642746805,83501.59278734359,73764.63055949689,62170.83128230552,325.11694703756075,46384.220148881745,41861.403573055184,31188.57232596008,20336.97112303216,14321.631327480634,149191.17474316305,132455.11324539664,109043.56357146883,97281.70214567016,90498.33584759099,84880.00197096718,0.7725,0.5873081552785191,1.3645250835008174,1.2286616993671626,1.0825166458122444,0.9365015496050326,0.8004868664362232,37311.97323600742,86688.94333895083,78057.4763535413,68772.80990066355,59496.39970139963,50855.320614575205
Rbm47,253535.8493280168,65.74580094886707,110.06912543975994,49.79453949338709,140.7309562267701,88.4428756199427,64.15277220579338,83.91264912877118,107.88790013606236,0.010903951601189654,0.022876641933590562,0.0065320128184043445,0.030566693931784173,0.01635547955286297,0.009960487428404108,0.015163196332844896,0.0212127781113195,204597.11565482442,482169.34352925787,566469.1246377502,600118.4385911934,580994.9991270746,522547.2882671224,306408.4132484257,564729.6514939028,623021.7037651456,628902.4433291232,627495.2971529136,606283.9260501062,162575.19796311847,450091.3439788632,544450.6434646577,585205.5289646356,556019.9391610785,487349.41550040076,357441.0609738992,617931.400820119,657589.098363831,642035.3244784239,648441.0328747199,649733.0153209452,0.726,0.4816245414808401,1.010826726485797,1.1457501097389073,1.167966828954358,1.1375684826088457,1.056263310731252,253535.8493280168,532117.4287237413,603143.5322983401,614838.814183795,598836.5761433913,556036.066552735
Rbm5,5903.285199633212,2.7958017849625114,13.097311971552292,1.2696203160199553,34.941332179417174,6.137035205516392,2.89444964144882,5.942249349436665,13.646681025880808,0.009466884218311048,0.0731182363303679,0.00371329111835432,0.2012714225981289,0.02293315516888514,0.009833471367067444,0.027053855337383928,0.07655610644627867,2038.8735187942307,5658.373621782071,5653.5481495294,4809.500826081466,3331.901752064698,1910.7988626214108,10355.760126544257,10192.705330143424,10149.749738743943,10142.597619642387,8960.939352691723,7474.6700707737655,51.967423107089424,3869.641292725299,3406.0663438755723,2494.222645584785,1407.5205724699758,995.7566687436664,15266.77967711359,12850.689024440591,12386.8272642299,12341.449758532626,11734.803621955198,11356.032255440658,0.5615,0.7727302126480134,1.098827524855709,1.158349350006276,1.1334188472058864,0.9980700027537158,0.8386040625303995,5903.285199633212,8394.510992654892,8849.228957237123,8658.771970060936,7624.772241353668,6406.529561880874
Rbm8a,734317.9312729762,75.15391459026029,240.91465852162924,23.284189282897803,350.27506746033055,161.71237430170902,58.12891809424753,123.15843565156395,203.20101030236972,0.0014215760534324567,0.004651935453645664,0.0007106596018247611,0.007236106737784602,0.003212228832571531,0.001271389552615613,0.0024026640431619177,0.00428571037709303,668833.9630486828,806968.9338513982,840947.3662128893,851094.925844323,839816.385416327,816602.6792827335,862207.3207287139,911339.1203268893,911673.7742971585,901885.9619349635,884458.8314693484,873978.3105469622,582254.6152352957,756840.0484362256,806504.5318214863,825492.4266651269,815516.2996257272,783313.6577804711,962178.3294576365,964403.8031446955,950691.5977671142,928508.1386490049,904214.2263391872,897844.1694741991,0.0185,0.8703351701471517,1.0150630016473676,1.0428161822567332,1.043268816107227,1.0260507136031207,1.0024661162383999,734317.9312729762,856427.487993399,879843.3614067059,880225.2569845469,865698.0244367417,845799.2620509361
Rbmx,500376.14632302045,282.7093140118039,974.5808180908025,87.05776062345568,1401.879871126458,712.1345936112741,218.71309951557072,481.14486914660057,819.0046717692766,0.00335301388690348,0.010493991722383047,0.001488503481440804,0.014585918442556441,0.008288933646716718,0.0028208722496092754,0.005757739718350797,0.00944084295431324,485913.2038905678,530190.274321018,518852.4242615343,493192.18680949573,444112.3927349351,389548.0408746864,518488.8648200268,606075.9788325885,584797.5490326898,539530.2780112993,501346.0465789065,478661.5132491068,473222.5469369751,501659.6873712975,494310.6368185875,468048.96904020244,409615.0599862117,332278.80150595977,535257.129833623,646562.9018019458,625829.6844264736,561758.234375405,526925.357354466,505043.6495911086,0.2075,0.9810020326271535,1.1658705966808087,1.129257345753996,1.0264732016786544,0.9086451316091831,0.7887516916502048,500376.14632302045,594671.3838259545,575996.1958102338,523569.4604875795,463469.3244336831,402315.71265632106
Rbp2,7330649.60415133,51.89480161138968,91.59805778780861,38.10153885188563,114.2696068358531,74.64488458105927,50.542382049744695,67.30100779262902,89.36319788261623,0.009438074814053602,0.025642624915257362,0.004481476994037582,0.03854818733912684,0.01699479315952657,0.00808683995081433,0.014578182971999781,0.022782478887707194,5805418.140148372,20052896.90795577,30359692.02477467,34939062.35436289,32574662.63808477,27971299.93304142,9819288.31641679,26179801.80945097,38083422.77722444,41922795.15809944,40216522.50023901,38241286.92941919,3394622.062342618,17320703.454306427,26848683.41912109,30714731.26873445,28881488.676500756,23215476.077882797,11288217.49322679,29580741.48328392,42185324.45234504,44456251.45323314,44207125.89333187,43154303.98352822,0.2595,0.24924696928696885,0.8401390575656089,1.2323879088751346,1.3339606893531235,1.2519271872636044,1.0923381876555598,7330649.60415133,24709488.21321293,36245993.12962927,39233369.32575158,36820666.53004653,32126964.375310708
Rbx1,244154.03453184315,12.197490387526202,49.73508666921824,4.150234334755214,73.07627841551843,29.6636301010755,9.442604841083664,22.304500825753507,41.82473863166238,0.002863068107349412,0.007982505973909926,0.001464753215746648,0.011595510531992663,0.005290897646211606,0.0025638926098497244,0.004592339054541998,0.007304702484787065,213334.5345666154,256183.5491384622,271071.42879157123,268585.0819774393,256650.49655537136,235141.23256595558,328483.25105271145,318243.30790135195,308648.1365712384,296910.70268838946,287067.1680785059,274708.7092403544,144238.90861013986,222129.4112431981,249662.8993806043,255778.7780925589,241481.91636469512,215380.34848392755,375265.6675205483,348186.06253236765,323835.07244622806,309982.4611915755,300835.5380035488,292340.5220130249,0.19399999999999998,0.9041082730205148,1.0324624216976543,1.0630768869875589,1.0538784881385417,1.006932502113304,0.9395414280424269,244154.03453184315,278816.0149423604,287083.4375936247,284599.4141008216,271921.67158349673,253722.74218882504
Rcc1,681725.172910636,771.2485010180321,3514.3564198458816,79.35784514106712,4618.590761618746,2200.1628444891294,408.27163293826595,1346.7779084776432,2525.6170721472213,0.0028981683358475846,0.010977479066921656,0.0011704987878967874,0.01358816570098782,0.007845098191069199,0.002245539634023773,0.004977533545030955,0.008967545248297182,640613.7649212433,750102.0554589354,769857.5223240356,775490.8024220008,760494.4195668707,697763.9059264888,830555.0156877636,855738.039468752,860006.2351004244,884377.2553187818,844038.5211993762,772204.6343237517,548013.3183422815,691687.6435313228,724130.8421679257,730892.9748546024,720136.9662025659,651536.03535122,901548.9360269372,904944.3934141815,908358.2581569965,944363.7750716448,882692.1296424897,801932.4753568211,0.428,0.8642585846572878,1.0091970903081364,1.0576280450779554,1.105802221901715,1.045408791201375,0.9177052668535305,681725.172910636,796052.3309861504,834254.556108131,872254.2353800795,824616.0369082852,723883.7922273093
Rcc2,155695.3663111713,22.845631446055215,354.3164015421593,5.6849092680384,1154.7585744713194,100.95601273874198,21.20437042891263,85.65758149066914,331.7192109803382,0.013915935605600857,0.026264561876045544,0.009731804579955058,0.04185245393097495,0.018754751717988058,0.014484085992789776,0.019502599978373586,0.027597497604268773,127163.25099536608,99847.60919732011,68938.47466772352,45841.135144980086,31243.42297625687,21574.568688133033,172199.45951678386,131168.77709640918,95983.24526225534,72121.01545715585,55484.35819605825,43124.80722659416,109571.65102014608,85771.9269400397,54342.378372389496,35323.10743789819,22091.594829937134,13494.637844172734,198110.0883475559,147689.17116749653,106603.29544802217,83560.98690061025,67449.17261667344,53725.84518175441,0.7335,1.88792946438377,1.4238487335502175,1.0110952921094838,0.7382437671490044,0.542082405265877,0.3968003375416476,155695.3663111713,117423.16348357755,83383.86303636109,60882.1123466711,44704.91098896009,32723.666361183965
Rcn2,95903.27464327807,287.632193817214,1114.1086308441797,63.87394445472858,1611.1104977270154,734.3491087980121,192.87847095641868,492.55992093463664,883.0911581260708,0.0032008236410741436,0.012373452065446036,0.0014681530178092597,0.01899697736811062,0.009066720048566916,0.002772574313002908,0.005870588949370894,0.011069444836640342,83905.12760252386,128716.49198878721,135959.56880350926,136687.20595099757,128430.24869621398,115121.61080731664,142564.89199875106,151063.0932993209,149084.50023764992,147514.4618755231,142608.97962350244,137990.78528996886,51726.315680162596,117809.05818176565,129636.08283503981,132216.2711999425,120219.31442977973,101050.24973000893,162316.90135766665,162274.74358327902,156026.9599096922,153558.43151124587,149371.70971165152,146281.98633030002,0.013000000000000001,0.738859837805895,1.0738235369141338,1.1050545473069247,1.1115869473794209,1.0354247114088047,0.9352504191848212,95903.27464327807,139381.23079596457,143434.98499105152,144282.8840460235,134397.1013034852,121394.57745825688
